coding_id,repo,commit_sha,commit_message,gemini_label,gpt55_label,deepseek_label,claude_label,claude_confidence,claude_reason,majority_3plus_label,plurality_label,agreement_count_max,all_four_agree,at_least_three_agree,two_two_tie,all_four_different
C116,wolfSSL/wolfssl,d620e937f04a97bf292507fd189c0b0d7c47dc1a,Merge pull request #8229 from bigbrett/pqc-macro-protection-quickfix,D8,D8,D9,D8,low,Branch concerns a macro-protection quickfix; likely a conditional-compile guard issue.,D8,D8,3,false,true,false,false
C117,wolfSSL/wolfssl,5339fe0d9f1a155c617a534e3c8eb2d7d7ee6889,Merge pull request #6715 from anhu/WOLFSSL_NO_SPHINCS,D8,D2,D8,D8,medium,Branch adds a build flag to disable SPHINCS+.,D8,D8,3,false,true,false,false
C118,wolfSSL/wolfssl,7cd610bc45149b1661b81da68bdde85d84b6372d,Fixes for WolfSSL ML-DSA implementation,D9,D9,D9,D9,low,Vague 'fixes' with no defect detail.,D9,D9,4,true,true,false,false
C119,wolfSSL/wolfssl,2a2f9d5916a59ec0ffc65bfe3d482d537d4c4f8b,ML-KEM compatibility,D2,D2,D9,D2,low,Vague 'compatibility' note; likely interoperability-related.,D2,D2,3,false,true,false,false
C120,wolfSSL/wolfssl,c7e054a7a76dfe035562f1cb4ea469036d21f1d4,Rename ML-KEM hybrids to match IETF Draft.,D9,D2,D2,D2,medium,Renaming hybrid group names to match an IETF draft affects negotiation identifiers.,D2,D2,3,false,true,false,false
C121,open-quantum-safe/liboqs,db08f12b5a96aa6582a82aac7f65cf8a4d8b231f,liboqs 0.8.0 release,D9,D9,D9,D9,high,Release tagging.,D9,D9,4,true,true,false,false
C122,openssl/openssl,4fc06921b7f3a5e2fe4caf74dfae5df37fb7824f,ml-kem: update to use improved parameter handling,D2,D2,D2,D2,medium,Refactors algorithm parameter handling in the ML-KEM provider.,D2,D2,4,true,true,false,false
C123,open-quantum-safe/liboqs,38757741fc9461d963d3d3f9db5e983b31e63b24,Add new KEM API and SIKE (#295),D2,D2,D2,D2,high,Explicitly adds a new KEM API.,D2,D2,4,true,true,false,false
C124,wolfSSL/wolfssl,c899f79cfab3b34e8bf8f94e747c235b3367ee02,Update key share group ranking algorithm,D2,D2,D2,D2,high,Updates the algorithm/group negotiation preference (ranking) logic.,D2,D2,4,true,true,false,false
C125,wolfSSL/wolfssl,8e9e671a5aa10cdefa718c164d9b7527de82aa7c,Merge pull request #8853 from JacobBarthelmeh/pqc,D9,D9,D9,D9,low,Generic merge with no defect detail.,D9,D9,4,true,true,false,false
C126,open-quantum-safe/liboqs,255b836e47bb14a5e16bb159f5f8019f0553c206,Merge pull request #563 from open-quantum-safe/vsoftco-patch-1,D9,D9,D9,D9,low,Generic patch merge with no defect detail.,D9,D9,4,true,true,false,false
C127,open-quantum-safe/liboqs,71c8b7cd536cfde0680e1f9a2142cb30b5afc4f6,Rename algorithms in Dilithium datasheet,D9,D9,D9,D9,medium,Renaming entries in documentation/datasheet; docs maintenance.,D9,D9,4,true,true,false,false
C128,wolfSSL/wolfssl,4551926dad0b505fcf7bced837a0fb78b6b3d6e8,Fix inverted logic in Sphincs and Falcon,D9,D7,D7,D7,medium,Inverted boolean logic likely caused an incorrect validation/check result.,D7,D7,3,false,true,false,false
C129,openssl/openssl,e66097fc6687750ac792986a71375b23793766c2,s3_lib.c: Use illegal_parameter for failing encapsulation in ml_kem,D7,D7,D7,D7,high,Selects the correct TLS alert code for encapsulation failure; error-handling fix.,D7,D7,4,true,true,false,false
C130,open-quantum-safe/liboqs,f96d9c2fff709c43b20988a0733264537d023365,Revert 'Update Falcon to 20230207 (PQClean commit 96dfee95cc56207d1ec5e3a2df306d6614ad7c6c) (#1386)' (#1392),D9,D9,D9,D9,medium,Reverting a prior update; generic maintenance.,D9,D9,4,true,true,false,false
C131,open-quantum-safe/liboqs,14d64d379def3a4745acb25a5a5c904bfbbf10f3,Fix gcc 11 error for Kyber on arm64 (#1127),D8,D8,D8,D8,high,Explicit compiler-version (gcc 11) build-error fix.,D8,D8,4,true,true,false,false
C132,wolfSSL/wolfssl,f7ea8fca67e1249202c4fbe00bb8d43dd1609bd5,Explicitly declare dilithium_coeff_eta2[] as signed,D8,D8,D9,D8,medium,Explicit signedness declaration fix; a compiler-portability concern.,D8,D8,3,false,true,false,false
C133,wolfSSL/wolfssl,1e9607b65ea4cc8f3e71c03a79e59a2d3f37e268,Fixes for ML-DSA and LMS cast warnings and spelling errors.,D8,D8,D9,D8,medium,Fixing compiler cast warnings (plus minor spelling fixes).,D8,D8,3,false,true,false,false
C134,wolfSSL/wolfssl,fb691fac94f079170a7fd90b75bb1cffa2a5846c,Merge pull request #8947 from SparkiDev/mldsa_openssl_der,D9,D2,D2,D9,low,Generic merge branch with no defect detail.,,,2,false,false,true,false
C135,wolfSSL/wolfssl,bbd2f6f8980106a6e9633effe7ec76a3cca22e2c,Fixes from regression testing,D9,D9,D9,D9,low,Vague; no defect detail stated.,D9,D9,4,true,true,false,false
C136,open-quantum-safe/oqs-provider,1bd2a1bcf797e349f5b9486c310f0870de87e6f1,switch doc to release	 add backlevel liboqs support (#544),D9,D8,D8,D8,low,Adds backward-compatible support for an older liboqs version.,D8,D8,3,false,true,false,false
C137,open-quantum-safe/liboqs,bac716cc91c53529e3fad88e92ff9dfd19c04577,Add section to CONFIGURE.md link (#1578),D9,D9,D9,D9,high,Documentation edit (CONFIGURE.md).,D9,D9,4,true,true,false,false
C138,open-quantum-safe/liboqs,3cb781fd4737c900ad755ee0bb9e1949d0f68955,Update pytest package version (#2408),D8,D8,D8,D8,high,Dependency package version bump.,D8,D8,4,true,true,false,false
C139,wolfSSL/wolfssl,035d4022fbdf8c7e9c55d8520e53f7077c13c938,dual alg: add ML-DSA test	 and misc cleanup.,D9,D9,D9,D9,high,Adding a test plus cleanup.,D9,D9,4,true,true,false,false
C140,open-quantum-safe/oqs-provider,bc399b79c7992a6652601fd127290633728e79ae,fixup! Point CI to liboqs 0.11.0,D8,D8,D8,D8,high,CI configuration pointed at a specific dependency version.,D8,D8,4,true,true,false,false
C141,open-quantum-safe/liboqs,003a8556955ce4707cb3f99d62caa9d27b751ad5,Exported liboqs target in CMake and some CI refactoring. (#840),D8,D8,D8,D8,high,Explicit CMake export and CI refactor.,D8,D8,4,true,true,false,false
C142,wolfSSL/wolfssl,79787eaaa4e8ab1ef7df1b7c6d7be8b2c3542fa1,Merge pull request #4419 from anhu/set1_groups_list,D9,D2,D2,D2,medium,Branch concerns configuring the TLS groups (algorithm) list.,D2,D2,3,false,true,false,false
C143,open-quantum-safe/liboqs,d9e025852e342eccd12529ff8cf595381612ace0,Support OpenSSL on Windows (#915),D8,D8,D8,D8,high,Explicit new-platform (Windows) support.,D8,D8,4,true,true,false,false
C144,wolfSSL/wolfssl,32a07a7f5a45baa322381037b30a35c575ee470d,Merge pull request #6723 from anhu/bench_sphincs_gating,D8,D4,D4,D4,low,Branch concerns gating SPHINCS+ benchmarks.,D4,D4,3,false,true,false,false
C145,openssl/openssl,3bb06ce79806d7e725244dd62212ef935112b82c,ml-dsa: use TRIE & struct based param name decoders,D2,D2,D9,D2,low,Refactors parameter-name decoding for the ML-DSA provider.,D2,D2,3,false,true,false,false
C146,openssl/openssl,318994a121daa479f9418514ccf0ac196792de3b,ASN.1 ML-KEM private key format,D9,D2,D2,D9,medium,Defines a new key-encoding format; feature work.,,,2,false,false,true,false
C147,wolfSSL/wolfssl,ebeb95e47bd0323eebb12b63a98c0981a156ce42,Initialize Dilithium keyTypeTemp and keySizeTemp,D1,D7,D9,D7,medium,Uninitialized temp variables fixed; defensive-coding/initialization gap.,,D7,2,false,false,false,false
C148,open-quantum-safe/liboqs,436917885d60687a4f1634e5be5894634ef80a97,Update mlkem-native to v1.1.0 (#2376),D8,D8,D8,D8,high,Dependency version bump (mlkem-native).,D8,D8,4,true,true,false,false
C149,open-quantum-safe/liboqs,a55b12eb25740921cd9197e314f95217c3c54bf5,Fix non-Dilithium-related execute failures on Alpine (#796),D8,D8,D8,D8,high,Platform-specific (Alpine) test-execution failure fix.,D8,D8,4,true,true,false,false
C150,wolfSSL/wolfssl,f16216e5b81af52d96ece7f2aaafe64f29bff790,HashSLH-DSA APIs now take the pre-hashed digest	 not the raw message,D2,D2,D2,D2,high,Changes the API's input semantics (digest vs. raw message).,D2,D2,4,true,true,false,false
C151,open-quantum-safe/oqs-provider,4fa4ab1fa470274585f8c1b8fda4b1456d474438,Force liboqs as a debian package dependency requirement only if it is not a static linked library. (#493),D8,D8,D8,D8,high,Conditional packaging/dependency requirement logic.,D8,D8,4,true,true,false,false
C152,wolfSSL/wolfssl,f7afc47d98d799c989675c134c7bcf1d281f7375,Kyber ARM32 ASM: add assembly using base instructions,D4,D4,D9,D4,medium,New ASM implementation; performance optimization.,D4,D4,3,false,true,false,false
C153,openssl/openssl,8a82e3a7548e6a7091fbb746dae2094590c4dd5a,Deuglify ML-KEM code after reformat,D9,D9,D9,D9,high,Cosmetic cleanup after a reformat.,D9,D9,4,true,true,false,false
C154,wolfSSL/wolfssl,b06458f9a483aa3d4daee3046ad06ae3c0332992,use heap hint with dilithium benchmark,D4,D5,D5,D5,medium,Heap allocation-hint usage in benchmark code; memory-management detail.,D5,D5,3,false,true,false,false
C155,wolfSSL/wolfssl,be6888c589b075f524d49a4436ea6296f2aa9e97,Fixes for Dilithium in TLS handshake,D9,D7,D9,D9,low,Vague 'fixes' with no defect detail.,D9,D9,3,false,true,false,false
C156,open-quantum-safe/liboqs,83ec7c31451d02e5947f142645c992af44ebe4a2,Added SHA256 SPHINCS variants to README and removed references to nist-branch from algorithm datasheets.,D9,D9,D9,D9,high,README/documentation update.,D9,D9,4,true,true,false,false
C157,openssl/openssl,7d2d153f9d480cbd2a58aeb71d29db1b84026d93,ML-DSA: Add TLS certificate test,D9,D9,D9,D9,high,Adding a TLS certificate test.,D9,D9,4,true,true,false,false
C158,open-quantum-safe/oqs-provider,66ee77021b7ae35929e4659ac3f4b1e7642ddc67,Move the clang-format check from CircleCI to GitHub actions. (#376),D8,D8,D8,D8,high,CI tooling migration (CircleCI to GitHub Actions).,D8,D8,4,true,true,false,false
C159,open-quantum-safe/liboqs,39fb613efcace1cea90d43ce715bde171b16144e,Merge pull request #505 from open-quantum-safe/ds-default-autoconf,D8,D8,D9,D8,low,Branch concerns default autoconf build configuration.,D8,D8,3,false,true,false,false
C160,openssl/openssl,cd430bf5da18d56a9a4b59809756390b46d2f3dd,ml-dsa(fips): add power up signature self tests for ML-DSA-65,D9,D9,D9,D9,medium,Adding a FIPS power-up self-test; test-infrastructure addition.,D9,D9,4,true,true,false,false
C161,open-quantum-safe/liboqs,786141b06e7f450cb3395608fec30cc35ba11483,Merge branch 'ds-tests-in-threads' of https://github.com/open-quantum-safe/liboqs into ds-tests-in-threads,D9,D9,D9,D9,low,Generic test-related merge with no defect detail.,D9,D9,4,true,true,false,false
C162,openssl/openssl,8f74d8cee3630ede41a4dfa1a85c469d2200c58d,If our server channel creates its own qrx	 set its initial secret,D7,D7,D6,D9,low,Functional secret-setup code with no clear D1-D8 signal.,,D7,2,false,false,false,false
C163,wolfSSL/wolfssl,0ae0b31509c10e6b8f97f8fe86e38245811e395c,The following config:,D8,D8,D8,D9,low,Truncated/garbled message; no usable information.,D8,D8,3,false,true,false,false
C164,wolfSSL/wolfssl,7699d9293585e654a56487ab129f2ed97c59f62a,Merge pull request #4664 from anhu/Fix_ENCRYPT_LEN,D1,D1,D1,D1,medium,Branch concerns fixing an 'ENCRYPT_LEN' size constant.,D1,D1,4,true,true,false,false
C165,openssl/openssl,61d20724a667e22c0ae3e2d2b37844f775cd0e16,ml-dsa: update to use improved parameter handling,D2,D2,D2,D2,medium,Refactors algorithm parameter handling in the ML-DSA provider.,D2,D2,4,true,true,false,false
C166,open-quantum-safe/liboqs,722ca648a13c052bf137e898ffbcfa81d17ccd4b,Overhauled compiler-time CPU-extension detection. (#713),D8,D8,D8,D8,high,Compiler-time CPU-extension detection overhaul.,D8,D8,4,true,true,false,false
C167,open-quantum-safe/liboqs,4cc83e5fbec10be7aa75858616b6e9cc162b7d2c,Add OQS_SIG_STFL_keygen_and_sign_supported() for runtime detection (#2434),D2,D2,D2,D2,medium,Adds a new API function for runtime capability detection.,D2,D2,4,true,true,false,false
C168,wolfSSL/wolfssl,040e2102a84d26c0e0bb350c228a90dec21769bf,Merge pull request #9049 from kojiws/import_mldsa_seed_pkcs8_reapply,D9,D2,D2,D9,low,Branch about importing key material via PKCS8; generic feature.,,,2,false,false,true,false
C169,open-quantum-safe/liboqs,d0d0413dc9fff538296ab86bac492cb4bf54dedb,Create liboqs 0.12.0 release candidate 1 (#2006),D9,D9,D9,D9,high,Release-candidate tagging.,D9,D9,4,true,true,false,false
C170,wolfSSL/wolfssl,4f87a8980f0c2044d0418e9e48ad22044c429fb3,ML-KEM/Kyber: fix for big-endian,D8,D8,D8,D8,high,Fixing a big-endian (architecture-specific) bug.,D8,D8,4,true,true,false,false
C171,openssl/openssl,0f22d746628c0c5d2371dd89652137fbbeed6ed6,Fix ML-KEM/ML-DSA macro typo,D8,D8,D7,D9,low,Minor macro typo fix; insufficient detail to be more specific.,,D8,2,false,false,false,false
C172,open-quantum-safe/liboqs,d8509387febc9e32466c86aab544d225d60c8e3c,tests: add fuzz harness for XMSS stateful signature verification (#2399) (#2400),D9,D9,D9,D9,high,Adding a fuzz-test harness.,D9,D9,4,true,true,false,false
C173,wolfSSL/wolfssl,e766b8f0afde58b965473df119e92ff9374b229e,Update the wolfCrypt test so that Dilithium init so that devID will get passed to hit callback paths when configured and that Dilithium will be retested in the callback section of the wolfCrypt test.,D9,D9,D9,D9,medium,Test-infrastructure update for callback/devID retesting.,D9,D9,4,true,true,false,false
C174,open-quantum-safe/liboqs,d1b76908c2ba5e5b1d3e6eb017be979c7324428f,Merge pull request #497 from open-quantum-safe/ds-aes-key-schedule,D9,D9,D9,D9,low,"Generic AES-key-schedule merge, not clearly PQC-specific.",D9,D9,4,true,true,false,false
C175,openssl/openssl,6a6ce4c1f3d3ceee77ad8787d9786d4af896b72d,added use IO::File	 15-test_ml_dsa_codecs.t,D9,D8,D9,D9,high,Adding a Perl test file.,D9,D9,3,false,true,false,false
C176,open-quantum-safe/oqs-provider,8cee7f7f4c0fbbd9e3d357aeeb9fa8edc0433603,fixup! Update linux CI to also build liboqs with -DOQS_LIBJADE_BUILD=OFF,D8,D8,D8,D8,high,CI build-flag change.,D8,D8,4,true,true,false,false
C177,openssl/openssl,653fc2189dc913404203edb674ce4bb45fe5e177,ML-KEM libcrypto implementation polish,D9,D9,D9,D9,medium,Vague code 'polish'; cleanup.,D9,D9,4,true,true,false,false
C178,open-quantum-safe/oqs-provider,c8cca2f8102805063db05071ec17acd453c4abc6,make algorithms selectable by liboqs bitstrength (#156),D2,D2,D2,D2,high,Explicitly makes algorithms selectable by strength; algorithm-selection mechanism.,D2,D2,4,true,true,false,false
C179,open-quantum-safe/liboqs,d61d81c526da8bb62e363f5a75191689572151cb,Add constant time suppression for Falcon AVX2 (#1415),D6,D6,D6,D6,high,Explicit constant-time suppression addition.,D6,D6,4,true,true,false,false
C180,openssl/openssl,29d14eeb2e71d212476d4f209f0c7976a1a28939,ml-dsa: add more to internal header,D9,D9,D9,D9,low,Vague internal header addition with no defect detail.,D9,D9,4,true,true,false,false
C181,wolfSSL/wolfssl,cdbd19551e6a84d084b8943776410a19ed5dd8ac,Have ret initialized to 0 in wc_ecc_free() and wc_dilithium_free(),D5,D7,D7,D7,medium,Uninitialized return-code variable fixed in Free functions.,D7,D7,3,false,true,false,false
C182,openssl/openssl,89b5a9b8bcf6bfc6d210a8078c43e6f8f77c1377,Facilitate corruption in ML-DSA PCT,D9,D9,D9,D9,low,Appears to add a way to test PCT corruption-detection; test-related.,D9,D9,4,true,true,false,false
C183,Mbed-TLS/mbedtls,a4aa89b16eb655999e45d873563e6712eece1c36,Fix leakage of projective coordinates in ECC,D6,D6,D6,D6,high,Explicit leakage fix for secret-dependent coordinate data.,D6,D6,4,true,true,false,false
C184,wolfSSL/wolfssl,cad2ebde04020f165aa7fa3dbf1bc27f50576a13,Regression testing fixes,D9,D9,D9,D9,low,Vague 'regression testing fixes' with no defect detail.,D9,D9,4,true,true,false,false
C185,openssl/openssl,fc585a277b17cff3ab8f43626869d4629e1f71f5,ML-DSA: Add Win64 SEH unwind support to AVX2 NTT functions,D8,D8,D8,D8,high,Windows-specific (SEH) exception-handling support for ASM functions.,D8,D8,4,true,true,false,false
C186,wolfSSL/wolfssl,0f72d2eafef144f3b6d8c8c7f25cc11ba5087ce0,enable kyber and dilithium in selftest,D9,D9,D8,D9,medium,Enabling algorithms in self-test; test-infrastructure change.,D9,D9,3,false,true,false,false
C187,open-quantum-safe/liboqs,30edf7b9531e018079ea2dfccb8e23ad955d84e9,test OQS_SIG_sign methods in vectors_sig (#2350),D9,D9,D9,D9,high,Adding sign-method tests.,D9,D9,4,true,true,false,false
C188,open-quantum-safe/liboqs,077e32a94f39af02209dbbc680bf8a43b774b305,Merge commit from fork,D9,D9,D9,D9,low,"Pure merge commit, no content signal.",D9,D9,4,true,true,false,false
C189,openssl/openssl,0ba71c0a24b185780a96b2c257653f4dcd3446c8,ssl/t1_lib.c: Free gix if sk_TLS_GROUP_IX_push() fails to avoid memory leak,D5,D5,D5,D5,high,Explicit memory leak fix.,D5,D5,4,true,true,false,false
C190,open-quantum-safe/liboqs,223ced1de7eab82ce3ef2eb91d1594d4a1e07c44,Merge remote-tracking branch 'oqs/master' into PQClean_Dilithium,D9,D9,D9,D9,high,"Merge/sync commit, no content signal.",D9,D9,4,true,true,false,false
C191,open-quantum-safe/oqs-provider,5fd47f991a8a04887d1313d287f7ba5ba5fbaefa,remove duplicate LIBOQS_BRANCH option in config doc (#274),D9,D9,D8,D9,medium,Removing a duplicate documentation entry; docs cleanup.,D9,D9,3,false,true,false,false
C192,wolfSSL/wolfssl,21be3776bd89fb4b5499aa90414c37af96623b39,add ML-KEM/ML-DSA support for C# wrapper,D2,D2,D2,D9,low,Adding language-binding (C#) support; generic feature.,D2,D2,3,false,true,false,false
C193,open-quantum-safe/liboqs,1ae9cf6fe53b379c5e7cf40193c844f86a747810,fix: correct cuPQC ML-KEM derand symbol names and #if/#elif chains (#2396),D8,D8,D2,D8,medium,Fixing preprocessor conditional chains and symbol names.,D8,D8,3,false,true,false,false
C194,wolfSSL/wolfssl,994a1fbacca12946fad9914916b3c8d844340b58,Merge pull request #9970 from JacobBarthelmeh/bench,D9,D4,D4,D4,low,Branch name suggests benchmarking work.,D4,D4,3,false,true,false,false
C195,open-quantum-safe/liboqs,1d08c9d6ab696c9d50e36231447d56ddc05735d6,Sync with PQClean (#817),D9,D9,D9,D9,high,Upstream sync; generic maintenance.,D9,D9,4,true,true,false,false
C196,wolfSSL/wolfssl,14ce7956f10a076a9798bfaa243659a56aefe4ac,Increase test coverage,D9,D9,D9,D9,high,Adding test coverage.,D9,D9,4,true,true,false,false
C197,open-quantum-safe/liboqs,f761b06c3de3120c9b831d27edb66aee103eed56,Pull Neon implementation of Falcon from PQClean (#1547),D4,D4,D9,D4,medium,Adding a NEON (SIMD) implementation; performance optimization.,D4,D4,3,false,true,false,false
C198,aws/s2n-tls,9d8e90a3c1eaa4f001e9cdec07ff72732a994a3e,Importing Kyber PQ KEM (#2056),D9,D9,D2,D9,high,Importing a new algorithm implementation; feature addition.,D9,D9,3,false,true,false,false
C199,openssl/openssl,d4f0bd379f94e086bf6ea4d72cffc699fa667d4f,fips: add pairwise consistency test for ML-KEM key generation,D9,D9,D9,D9,high,Adding a FIPS self-test.,D9,D9,4,true,true,false,false
C200,wolfSSL/wolfssl,65a1a6887747949ed148d8be3350b86ecff24fbc,ML-KEM/ML-DSA: harden against fault attacks,D6,D6,D6,D6,medium,Fault-attack hardening is the closest fit among D1-D8 to physical/side-channel hardening.,D6,D6,4,true,true,false,false
