finding_id,rule,file,line,message,assisted_verdict,confidence,rationale,review_method
wolfssl_123,R03,tests/api/test_ed448.c,104,Stack-allocated crypto buffer 'sig' of large size (ED448_SIG_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_124,R02,wolfcrypt/src/ecc.c,10952,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_125,R02,tests/api/test_evp_pkey.c,1618,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_126,R02,wolfcrypt/src/sp_x86_64.c,50150,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_127,R03,tests/api/test_ed25519.c,823,Stack-allocated crypto buffer 'forged_sig' of large size (ED25519_SIG_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_128,R02,wolfcrypt/src/asn.c,25128,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_129,R02,src/pk_rsa.c,2053,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_130,R02,tests/api.c,4266,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_131,R04,wolfcrypt/src/pkcs7.c,3553,Return value of cryptographic function 'wc_PKCS7_WriteOut' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
wolfssl_132,R02,wolfcrypt/src/wc_pkcs11.c,5861,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_133,R03,tests/api/test_aes.c,2901,Stack-allocated crypto buffer 'key' of large size (AES_128_KEY_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_134,R02,wolfcrypt/src/sp_c32.c,29377,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_135,R02,wolfcrypt/src/aes.c,17292,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_136,R02,wolfcrypt/src/port/maxim/maxq10xx.c,533,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_137,R02,src/internal.c,12885,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_138,R02,wolfcrypt/src/asn.c,21244,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_139,R02,wolfcrypt/src/aes.c,6499,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_140,R02,wolfcrypt/src/random.c,2585,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_141,R02,src/crl.c,1364,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_142,R02,src/pk_ec.c,364,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_143,R07,wolfcrypt/src/hash.c,1861,Return contract violation: variable 'devId' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_144,R02,wolfcrypt/src/dsa.c,709,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_145,R07,wolfcrypt/src/dh.c,2383,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_146,R02,wolfcrypt/src/aes.c,10715,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_147,R03,tests/api.c,22218,Stack-allocated crypto buffer 'cert' of large size (4096) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_148,R03,src/pk.c,1775,Stack-allocated crypto buffer 'sigBin' of large size (DSA_MAX_SIG_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_149,R02,wolfcrypt/src/ecc.c,10841,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_150,R02,wolfcrypt/src/wc_slhdsa.c,4469,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_151,R02,wolfcrypt/src/sp_armthumb.c,105213,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_152,R02,wolfcrypt/src/asn.c,39234,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_153,R02,wolfcrypt/src/port/caam/wolfcaam_aes.c,329,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_154,R07,wolfcrypt/src/port/silabs/silabs_hash.c,181,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_155,R02,wolfcrypt/src/sp_arm64.c,43303,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_156,R03,tests/api/test_ossl_ec.c,1604,Stack-allocated crypto buffer 'hash' of large size (WC_MAX_DIGEST_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_157,R02,src/internal.c,4712,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_158,R02,wolfcrypt/src/port/Espressif/esp32_sha.c,1805,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_159,R03,tests/api/test_ossl_dsa.c,48,Stack-allocated crypto buffer 'digest' of large size (WC_SHA_DIGEST_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_160,R02,wolfcrypt/src/evp.c,7505,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_161,R03,tests/api/test_curve25519.c,731,Stack-allocated crypto buffer 'kValidPriv' of large size (CURVE25519_KEYSIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_162,R02,wolfcrypt/src/asn_orig.c,1322,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_163,R02,wolfcrypt/src/sp_x86_64.c,53023,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_164,R02,wolfcrypt/src/aes.c,12375,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_165,R02,src/internal.c,4663,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_166,R02,src/internal.c,13244,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_167,R02,wolfcrypt/src/wc_port.c,699,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_168,R02,wolfcrypt/src/port/cavium/cavium_nitrox.c,699,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_169,R02,wolfcrypt/src/aes.c,12722,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_170,R01,wolfcrypt/src/wc_slhdsa.c,177,Hardcoded key/buffer size macro 'HA_WOTS_PK' value (1) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_171,R02,wolfcrypt/src/des3.c,1261,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_172,R02,wolfcrypt/src/sp_c64.c,41340,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_173,R02,wolfcrypt/src/ecc.c,8428,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_174,R01,tests/api/api.h,122,Hardcoded key/buffer size macro 'ECC_PRIV_KEY_BUF' value (66) is below PQC minimum requirements.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_175,R02,src/internal.c,37631,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_176,R02,wolfcrypt/src/asn.c,9589,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_177,R02,wolfcrypt/src/sp_c64.c,26278,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_178,R05,tests/api/test_mldsa_legacy.c,424,Direct call to algorithm-specific API 'wc_dilithium_verify_msg'.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_179,R02,wolfcrypt/src/aes.c,5858,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_180,R02,wolfcrypt/src/port/Renesas/renesas_tsip_rsa.c,326,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_181,R03,wolfcrypt/src/port/maxim/maxq10xx.c,714,Stack-allocated crypto buffer 'signature' of large size (MAX_SIG_DATASIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_182,R02,wolfcrypt/src/asn_orig.c,6059,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_183,R04,wolfcrypt/src/pkcs7.c,3464,Return value of cryptographic function 'wc_PKCS7_WriteOut' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
wolfssl_184,R02,wolfcrypt/src/port/riscv/riscv-64-aes.c,4011,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_185,R03,tests/api/test_poly1305.c,94,Stack-allocated crypto buffer 'tag' of large size (WC_POLY1305_MAC_SZ) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_186,R07,wolfcrypt/src/ecc.c,15981,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_187,R02,wolfcrypt/src/port/nxp/se050_port.c,954,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_188,R02,wolfcrypt/src/sp_arm32.c,99280,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_189,R02,wolfcrypt/src/aes.c,14244,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_190,R02,src/internal.c,29731,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_191,R02,src/internal.c,42185,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_192,R02,wolfcrypt/src/port/kcapi/kcapi_aes.c,237,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_193,R02,src/tls.c,12738,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_194,R02,wolfcrypt/src/aes.c,14857,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_195,R02,wolfcrypt/src/sp_arm64.c,39587,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_196,R02,src/internal.c,12933,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_197,R02,src/pk.c,4693,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_198,R02,wolfcrypt/src/ecc.c,10054,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_199,R02,wolfcrypt/src/port/Renesas/renesas_fspsm_aes.c,874,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_200,R02,wolfcrypt/src/des3.c,1239,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_201,R02,wolfcrypt/src/aes.c,7144,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_202,R02,src/pk_rsa.c,3343,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_203,R02,wolfcrypt/src/asn.c,7673,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_204,R01,wolfssl/wolfcrypt/asn_public.h,360,Hardcoded key/buffer size macro 'CTC_MAX_EKU_OID_SZ' value (30) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_205,R07,wolfcrypt/src/hash.c,1800,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_206,R02,wolfcrypt/src/wc_pkcs11.c,2452,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_207,R02,wolfcrypt/src/aes.c,13982,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_208,R02,wolfcrypt/src/aes.c,888,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_209,R02,wolfcrypt/src/rsa.c,3083,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_210,R02,src/pk.c,2811,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_211,R02,wolfcrypt/src/port/caam/caam_integrity.c,440,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_212,R07,wolfcrypt/src/kdf.c,678,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_213,R02,wolfcrypt/src/ecc.c,8798,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_214,R02,wolfcrypt/src/aes.c,12547,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_215,R02,src/x509.c,12799,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_216,R02,wolfcrypt/src/port/maxim/maxq10xx.c,371,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_217,R02,wolfcrypt/src/sp_c32.c,35568,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_218,R01,src/ssl_asn1.c,4280,Hardcoded key/buffer size macro 'UTCTIME_LEN' value (13) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_219,R02,src/x509.c,3440,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_220,R03,tests/api/test_blake2.c,72,Stack-allocated crypto buffer 'key' of large size (BLAKE2B_KEYBYTES) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_221,R02,wolfcrypt/src/port/Renesas/renesas_tsip_util.c,2353,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_222,R01,wolfcrypt/src/sp_c64.c,33420,Hardcoded key/buffer size macro 'SP_ECC_MAX_SIG_GEN' value (64) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_223,R02,wolfcrypt/src/aes.c,4598,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_224,R02,wolfcrypt/src/ecc.c,11379,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_225,R02,src/tls.c,11074,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_226,R02,wolfcrypt/src/asn_orig.c,6914,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_227,R02,wolfcrypt/src/sp_c32.c,41091,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_228,R07,src/ssl_certman.c,1139,Return contract violation: variable 'sz' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_229,R02,wolfcrypt/src/aes.c,1032,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_230,R02,wolfcrypt/src/port/atmel/atmel.c,1930,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_231,R02,wolfcrypt/src/async.c,81,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_232,R02,src/ssl_crypto.c,3181,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_233,R02,tests/suites.c,736,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_234,R02,wolfcrypt/src/sp_c32.c,33601,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_235,R02,wolfcrypt/src/ecc.c,1699,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_236,R02,wolfcrypt/src/dh.c,3326,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_237,R02,wolfcrypt/src/sp_x86_64.c,89559,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_238,R02,wolfcrypt/src/wc_pkcs11.c,2833,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_239,R02,wolfcrypt/src/evp.c,4509,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_240,R02,wolfcrypt/src/sha3.c,886,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_241,R02,wolfcrypt/src/pkcs7.c,9187,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_242,R03,tests/api/test_ossl_dsa.c,128,Stack-allocated crypto buffer 'digest' of large size (WC_SHA_DIGEST_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_243,R07,wolfcrypt/src/hpke.c,376,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_244,R02,wolfcrypt/src/port/maxim/maxq10xx.c,1741,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_245,R04,wolfcrypt/src/port/riscv/riscv-64-aes.c,1417,Return value of cryptographic function 'wc_aes_ctr_encrypt_asm' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
wolfssl_246,R02,tests/api.c,28754,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
