finding_id,rule,file,line,message,assisted_verdict,confidence,rationale,review_method
liboqs_103,R03,src/kem/hqc/pqc-hqc_hqc-1_ref/kem.c,172,Stack-allocated crypto buffer 'dk_pke' of large size (SEED_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_104,R01,src/kem/frodokem/kem_frodokem.h,87,Hardcoded key/buffer size macro 'OQS_KEM_frodokem_1344_shake_length_shared_secret' value (32) is below PQC minimum requirements.,FP,medium,Likely symmetric/hash working size rather than a PQC migration buffer.,deterministic_external_assisted_triage
liboqs_105,R05,src/sig/falcon/pqclean_falcon-padded-1024_aarch64/inner.h,526,Direct call to algorithm-specific API 'PQCLEAN_FALCONPADDED1024_AARCH64_prng_refill'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_106,R03,src/kem/classic_mceliece/pqclean_mceliece348864_avx2/aes256ctr.c,7,Stack-allocated crypto buffer 'key' of large size (AES256_KEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_107,R03,src/sig/mqom/mqom_mqom_common/seed_commit_default.h,225,Stack-allocated crypto buffer 'linortho_seed4' of large size (MQOM2_PARAM_SEED_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_108,R01,src/sig/mqom/mqom_mqom_common/rijndael_ct64.c,829,Hardcoded key array size (32 bytes) for 'cipherText7' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_109,R04,src/sig/slh_dsa/wrappers/prehash_sha3_256/slh_dsa_sha3_256_prehash_shake_128s.c,61,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_110,R05,src/sig/falcon/pqclean_falcon-512_clean/pqclean.c,278,Direct call to algorithm-specific API 'PQCLEAN_FALCON512_CLEAN_verify_raw'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_111,R05,src/kem/kyber/kem_kyber_768.c,153,Direct call to algorithm-specific API 'PQCLEAN_KYBER768_AARCH64_crypto_kem_enc'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_112,R04,src/common/sha2/sha2_armv8.c,230,Return value of cryptographic function 'crypto_hashblocks_sha256_armv8' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_113,R07,src/sig/uov/pqov_ov_V_pkc_skc_avx2/ov.c,218,Return contract violation: variable 'rc' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_114,R01,src/sig/mqom/mqom_mqom_common/rijndael.h,672,Hardcoded key array size (16 bytes) for 'cipherText8' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_115,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-87_ref/mldsa/src/sign.c,512,Stack-allocated crypto buffer 'sig' of large size (MLDSA_CRYPTO_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_116,R01,src/sig/uov/pqov_ov_Ip_pkc_ref/params.h,55,Hardcoded key/buffer size macro '_PUB_N' value (244) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_117,R07,src/sig/snova/snova_SNOVA_24_5_4_SHAKE_opt/snova.c,250,Return contract violation: variable 'res' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_118,R04,src/sig/snova/snova_SNOVA_24_5_4_neon/oqs_snova.c,43,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_119,R03,src/kem/ml_kem/mlkem-native_ml-kem-512_x86_64/mlkem/src/kem.c,342,Stack-allocated crypto buffer 'pk' of large size (MLKEM_INDCCA_PUBLICKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_120,R03,src/sig/mqom/mqom_mqom_common/ggm_tree.c,210,Stack-allocated crypto buffer 'seed6' of large size (MQOM2_PARAM_SEED_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_121,R05,src/sig/falcon/pqclean_falcon-512_aarch64/keygen.c,4183,Direct call to algorithm-specific API 'PQCLEAN_FALCON512_AARCH64_compute_public'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_122,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-65_ref/mldsa/src/sign.c,1018,Stack-allocated crypto buffer 'sk' of large size (MLDSA_CRYPTO_SECRETKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_123,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-44_aarch64/mldsa/src/packing.c,168,Stack-allocated crypto buffer 'sig' of large size (MLDSA_CRYPTO_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_124,R03,src/sig/uov/pqov_ov_Ip_pkc_neon/ov.c,153,Stack-allocated crypto buffer 'digest_ck' of large size (_PUB_M_BYTE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_125,R03,src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/kem.c,210,Stack-allocated crypto buffer 'pk' of large size (MLKEM_INDCCA_PUBLICKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_126,R07,src/sig/uov/pqov_ov_Ip_pkc_skc_neon/ov.c,218,Return contract violation: variable 'rc' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_127,R01,src/sig/uov/pqov_ov_Ip_avx2/params.h,55,Hardcoded key/buffer size macro '_PUB_N' value (244) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_128,R01,src/sig/mqom/mqom_mqom_common/enc_local.h,179,Hardcoded key array size (16 bytes) for 'ct4' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_129,R01,src/sig/uov/pqov_ov_III_pkc_neon/params.h,41,Hardcoded key/buffer size macro '_PUB_N' value (112) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_130,R03,src/sig/snova/snova_SNOVA_24_5_4_SHAKE_opt/snova_opt.h,602,Stack-allocated crypto buffer 'signed_hash' of large size (bytes_hash) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_131,R03,src/kem/ml_kem/mlkem-native_ml-kem-1024_x86_64/mlkem/src/kem.c,76,Stack-allocated crypto buffer 'sk' of large size (MLKEM_INDCCA_SECRETKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_132,R01,src/sig/mqom/mqom_mqom_common/enc_local.h,775,Hardcoded key array size (24 bytes) for 'ct8' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_133,R04,src/sig/slh_dsa/wrappers/prehash_sha3_224/slh_dsa_sha3_224_prehash_sha2_256f.c,61,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_134,R04,src/sig/slh_dsa/wrappers/prehash_sha2_512/slh_dsa_sha2_512_prehash_shake_192s.c,61,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_135,R03,src/sig/snova/snova_SNOVA_24_5_5_avx2/snova_plasma_vec_gnl_verify.h,199,Stack-allocated crypto buffer 'hash_in_bytes' of large size (bytes_hash) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_136,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-44_x86_64/mldsa/src/sign.c,1551,Stack-allocated crypto buffer 'pk' of large size (MLDSA_CRYPTO_PUBLICKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_137,R07,src/sig/uov/pqov_ov_III_pkc_ref/ov.c,218,Return contract violation: variable 'rc' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_138,R03,src/kem/ml_kem/mlkem-native_ml-kem-512_aarch64/mlkem/src/kem.c,342,Stack-allocated crypto buffer 'pk' of large size (MLKEM_INDCCA_PUBLICKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_139,R01,src/sig/mqom/mqom_mqom_common/enc_local.h,996,Hardcoded key array size (32 bytes) for 'ct4' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_140,R07,src/sig/uov/pqov_ov_Ip_pkc_neon/sign.c,40,Return contract violation: variable 'r' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_141,R07,src/sig/uov/pqov_ov_V_neon/sign.c,40,Return contract violation: variable 'r' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_142,R07,src/kem/classic_mceliece/pqclean_mceliece8192128f_clean/crypto_int32.c,41,Return contract violation: variable 'crypto_int32_z' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_143,R01,src/sig/mqom/mqom_mqom_common/rijndael.h,701,Hardcoded key array size (16 bytes) for 'cipherText3' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_144,R03,src/sig/mqom/mqom_mqom_common/ggm_tree.c,50,Stack-allocated crypto buffer 'new_seed1' of large size (MQOM2_PARAM_SEED_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_145,R01,src/sig/mqom/mqom_mqom_common/enc_local.h,873,Hardcoded key array size (32 bytes) for 'key7' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_146,R03,src/sig/snova/snova_SNOVA_60_10_4_avx2/snova_opt.h,601,Stack-allocated crypto buffer 'hash_in_bytes' of large size (bytes_hash) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_147,R03,src/sig/snova/snova_SNOVA_24_5_4_opt/snova_plasma_vec_gnl_verify.h,200,Stack-allocated crypto buffer 'signed_hash' of large size (bytes_hash) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_148,R03,src/sig/cross/upcross_cross-rsdpg-256-small_avx2/CROSS.c,615,Stack-allocated crypto buffer 'digest_chall_2_prime' of large size (HASH_DIGEST_LENGTH) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_149,R03,src/sig/cross/upcross_cross-rsdp-128-small_clean/CROSS.c,62,Stack-allocated crypto buffer 'seed_sk' of large size (KEYPAIR_SEED_LENGTH_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_150,R03,src/sig/cross/upcross_cross-rsdp-128-balanced_clean/CROSS.c,46,Stack-allocated crypto buffer 'seed_pk' of large size (KEYPAIR_SEED_LENGTH_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_151,R03,src/sig/uov/pqov_ov_III_ref/sign.c,28,Stack-allocated crypto buffer 'sk_seed' of large size (LEN_SKSEED) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_152,R03,src/sig/cross/upcross_cross-rsdp-192-balanced_avx2/CROSS.c,368,Stack-allocated crypto buffer 'digest_chall_1' of large size (HASH_DIGEST_LENGTH) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_153,R01,src/sig/uov/pqov_ov_Is_pkc_ref/params.h,41,Hardcoded key/buffer size macro '_PUB_N' value (112) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_154,R03,src/sig/uov/pqov_ov_Ip_pkc_skc_ref/ov.c,153,Stack-allocated crypto buffer 'digest_ck' of large size (_PUB_M_BYTE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_155,R02,src/sig/mqom/mqom_mqom_common/rijndael_ct64.c,447,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_156,R01,src/sig/mqom/mqom_mqom_common/enc_local.h,382,Hardcoded key array size (24 bytes) for 'key1' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_157,R03,src/kem/hqc/pqc-hqc_hqc-3_ref/kem.c,171,Stack-allocated crypto buffer 'ek_pke' of large size (PUBLIC_KEY_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_158,R05,src/kem/classic_mceliece/kem_classic_mceliece_348864.c,99,Direct call to algorithm-specific API 'PQCLEAN_MCELIECE348864_AVX2_crypto_kem_dec'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_159,R01,src/sig/mayo/pqmayo_mayo-5_avx2/mayo.h,63,Hardcoded key/buffer size macro 'MAYO_2_sig_bytes' value (186) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_160,R01,src/sig/mqom/mqom_mqom_common/rijndael_aes_ni.c,1306,Hardcoded key array size (32 bytes) for 'cipherText2' is insufficient for PQC.,FP,medium,Likely symmetric/hash working size rather than a PQC migration buffer.,deterministic_external_assisted_triage
liboqs_161,R01,src/sig/falcon/pqclean_falcon-padded-1024_aarch64/inner.h,707,Hardcoded key/buffer size macro 'FALCON_KEYGEN_TEMP_2' value (272) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_162,R07,src/sig/slh_dsa/slh_dsa_c/slh_dsa.c,641,Return contract violation: variable 'sig_sz' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_163,R03,src/sig/mayo/pqmayo_mayo-1_neon/mayo.c,365,Stack-allocated crypto buffer 'salt' of large size (SALT_BYTES_MAX) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_164,R07,src/sig/uov/pqov_ov_Ip_pkc_neon/ov.c,180,Return contract violation: variable 'r' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_165,R01,src/kem/classic_mceliece/pqclean_mceliece348864_clean/api.h,9,Hardcoded key/buffer size macro 'PQCLEAN_MCELIECE348864_CLEAN_CRYPTO_CIPHERTEXTBYTES' value (96) is below PQC minimum requirements.,TP,medium,"Explicit public-key, secret-key, signature, or ciphertext size macro relevant to PQC migration.",deterministic_external_assisted_triage
liboqs_166,R05,src/kem/kyber/kem_kyber_768.c,82,Direct call to algorithm-specific API 'libjade_kyber768_ref_keypair'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_167,R03,src/sig/mqom/mqom_mqom_common/ggm_tree.c,177,Stack-allocated crypto buffer 'linortho_seed6' of large size (MQOM2_PARAM_SEED_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_168,R04,src/sig/slh_dsa/wrappers/prehash_sha3_224/slh_dsa_sha3_224_prehash_sha2_192f.c,96,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_169,R07,src/kem/classic_mceliece/pqclean_mceliece348864_clean/sk_gen.c,16,Return contract violation: variable 'mask' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_170,R03,src/sig/cross/upcross_cross-rsdp-192-fast_clean/CROSS.c,46,Stack-allocated crypto buffer 'seed_pk' of large size (KEYPAIR_SEED_LENGTH_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_171,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-44_ref/mldsa/src/packing.c,38,Stack-allocated crypto buffer 'sk' of large size (MLDSA_CRYPTO_SECRETKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_172,R04,src/kem/classic_mceliece/pqclean_mceliece348864f_avx2/pk_gen.c,19,Return value of cryptographic function 'crypto_declassify' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_173,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-65_ref/mldsa/src/sign.c,402,Stack-allocated crypto buffer 'sk' of large size (MLDSA_CRYPTO_SECRETKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_174,R03,src/kem/kyber/pqcrystals-kyber_kyber1024_ref/indcpa.c,315,Stack-allocated crypto buffer 'sk' of large size (KYBER_INDCPA_SECRETKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_175,R07,src/sig/uov/pqov_ov_Ip_pkc_avx2/ov.c,180,Return contract violation: variable 'r' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_176,R03,src/sig/snova/snova_SNOVA_24_5_4_esk_opt/snova_plasma_vec_gnl_sign.h,76,Stack-allocated crypto buffer 'pt_private_key_seed' of large size (seed_length_private) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_177,R05,src/kem/classic_mceliece/kem_classic_mceliece_8192128.c,66,Direct call to algorithm-specific API 'PQCLEAN_MCELIECE8192128_CLEAN_crypto_kem_keypair'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_178,R03,src/sig/snova/snova_SNOVA_37_17_2_avx2/oqs_snova.c,15,Stack-allocated crypto buffer 'seed_pair' of large size (seed_length) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_179,R07,src/sig/mqom/mqom_mqom_common/enc_mupq.h,283,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_180,R01,src/sig/mqom/mqom_mqom_common/rijndael.h,673,Hardcoded key array size (16 bytes) for 'cipherText1' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_181,R04,src/sig/snova/snova_SNOVA_29_6_5_opt/oqs_snova.c,19,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_182,R01,src/sig/mqom/mqom_mqom_common/rijndael_aes_ni.h,110,Hardcoded key array size (32 bytes) for 'cipherText3' is insufficient for PQC.,FP,medium,Likely symmetric/hash working size rather than a PQC migration buffer.,deterministic_external_assisted_triage
liboqs_183,R01,src/sig/uov/pqov_ov_V_pkc_ref/params.h,48,Hardcoded key/buffer size macro '_PUB_N' value (184) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
liboqs_184,R03,src/sig/cross/upcross_cross-rsdpg-256-fast_avx2/csprng_hash.h,261,Stack-allocated crypto buffer 'digest_3' of large size (HASH_DIGEST_LENGTH) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_185,R07,src/kem/classic_mceliece/pqclean_mceliece460896_avx2/crypto_int16.c,41,Return contract violation: variable 'crypto_int16_z' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_186,R03,src/sig/mqom/mqom_mqom_common/ggm_tree.c,139,Stack-allocated crypto buffer 'seed4' of large size (MQOM2_PARAM_SEED_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_187,R03,src/sig/snova/snova_SNOVA_24_5_4_opt/snova_kernel.h,159,Stack-allocated crypto buffer 'GF16_prng_output_private' of large size (GF16s_prng_private) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_188,R03,src/kem/hqc/pqc-hqc_hqc-3_ref/kem.c,49,Stack-allocated crypto buffer 'dk_pke' of large size (SEED_BYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_189,R01,src/sig/mqom/mqom_mqom_common/rijndael_ref.h,94,Hardcoded key array size (16 bytes) for 'cipherText2' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_190,R01,src/sig/mqom/mqom_mqom_common/rijndael_table.h,99,Hardcoded key array size (16 bytes) for 'cipherText4' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_191,R03,src/sig/snova/snova_SNOVA_24_5_5_avx2/snova_plasma_vec_gnl_sign.h,75,Stack-allocated crypto buffer 'pt_public_key_seed' of large size (seed_length_public) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_192,R04,src/kem/kyber/libjade_kyber512_ref/api.c,6,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_193,R01,src/sig/mqom/mqom_mqom_common/rijndael_ct64.h,149,Hardcoded key array size (16 bytes) for 'cipherText3' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_194,R03,src/kem/ml_kem/mlkem-native_ml-kem-1024_ref/mlkem/src/indcpa.c,349,Stack-allocated crypto buffer 'seed' of large size (MLKEM_SYMBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_195,R01,src/sig/mqom/mqom_mqom_common/rijndael_aes_ni.h,115,Hardcoded key array size (32 bytes) for 'cipherText4' is insufficient for PQC.,FP,medium,Likely symmetric/hash working size rather than a PQC migration buffer.,deterministic_external_assisted_triage
liboqs_196,R05,src/sig/falcon/pqclean_falcon-padded-512_clean/rng.c,185,Direct call to algorithm-specific API 'PQCLEAN_FALCONPADDED512_CLEAN_prng_refill'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_197,R03,src/sig/snova/snova_SNOVA_60_10_4_opt/snova_plasma_vec_gnl_verify.h,200,Stack-allocated crypto buffer 'signed_hash' of large size (bytes_hash) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_198,R03,src/sig/ml_dsa/mldsa-native_ml-dsa-44_ref/mldsa/src/sign.c,136,Stack-allocated crypto buffer 'sk' of large size (MLDSA_CRYPTO_SECRETKEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_199,R01,src/kem/frodokem/external/frodo/frodo976aes_params.h,15,Hardcoded key/buffer size macro 'PARAMS_EXTRACTED_BITS' value (3) is below PQC minimum requirements.,FP,medium,Likely symmetric/hash working size rather than a PQC migration buffer.,deterministic_external_assisted_triage
liboqs_200,R05,src/sig/falcon/pqclean_falcon-512_avx2/inner.h,532,Direct call to algorithm-specific API 'PQCLEAN_FALCON512_AVX2_prng_refill'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_201,R07,src/sig/ml_dsa/mldsa-native_ml-dsa-44_aarch64/mldsa/src/sign.c,1041,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_202,R07,src/sig/ml_dsa/mldsa-native_ml-dsa-65_ref/mldsa/src/sign.c,1041,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
liboqs_203,R03,src/sig/cross/upcross_cross-rsdp-192-balanced_clean/CROSS.c,430,Stack-allocated crypto buffer 'digest_cmt_prime' of large size (HASH_DIGEST_LENGTH) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
liboqs_204,R04,src/sig/slh_dsa/wrappers/prehash_sha2_256/slh_dsa_sha2_256_prehash_shake_128f.c,96,Return value of cryptographic function 'OQS_randombytes' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
liboqs_205,R01,src/sig/mqom/mqom_mqom_common/rijndael_ct64.c,363,Hardcoded key array size (2 bytes) for 'ctx_' is insufficient for PQC.,TP,medium,Key/signature/ciphertext buffer context is migration-relevant.,deterministic_external_assisted_triage
liboqs_206,R03,src/sig/snova/snova_SNOVA_56_25_2_avx2/oqs_snova.c,38,Stack-allocated crypto buffer 'digest' of large size (SNOVA_BYTES_DIGEST) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
