coding_id,repo,commit_sha,commit_date,commit_url,commit_message,llm_label,confidence,short_reason,source_pass
C168,wolfSSL/wolfssl,,,,Merge pull request #9049 from kojiws/import_mldsa_seed_pkcs8_reapply,D9,low,Branch about importing key material via PKCS8; generic feature.,claude_sonnet_4_6_max
C169,open-quantum-safe/liboqs,,,,Create liboqs 0.12.0 release candidate 1 (#2006),D9,high,Release-candidate tagging.,claude_sonnet_4_6_max
C170,wolfSSL/wolfssl,,,,ML-KEM/Kyber: fix for big-endian,D8,high,Fixing a big-endian (architecture-specific) bug.,claude_sonnet_4_6_max
C171,openssl/openssl,,,,Fix ML-KEM/ML-DSA macro typo,D9,low,Minor macro typo fix; insufficient detail to be more specific.,claude_sonnet_4_6_max
C172,open-quantum-safe/liboqs,,,,tests: add fuzz harness for XMSS stateful signature verification (#2399) (#2400),D9,high,Adding a fuzz-test harness.,claude_sonnet_4_6_max
C173,wolfSSL/wolfssl,,,,Update the wolfCrypt test so that Dilithium init ... devID ... callback paths ... retested.,D9,medium,Test-infrastructure update for callback/devID retesting.,claude_sonnet_4_6_max
C174,open-quantum-safe/liboqs,,,,Merge pull request #497 from open-quantum-safe/ds-aes-key-schedule,D9,low,"Generic AES-key-schedule merge, not clearly PQC-specific.",claude_sonnet_4_6_max
C175,openssl/openssl,,,,"added use IO::File, 15-test_ml_dsa_codecs.t",D9,high,Adding a Perl test file.,claude_sonnet_4_6_max
C176,open-quantum-safe/oqs-provider,,,,fixup! Update linux CI to also build liboqs with -DOQS_LIBJADE_BUILD=OFF,D8,high,CI build-flag change.,claude_sonnet_4_6_max
C177,openssl/openssl,,,,ML-KEM libcrypto implementation polish,D9,medium,Vague code 'polish'; cleanup.,claude_sonnet_4_6_max
C178,open-quantum-safe/oqs-provider,,,,make algorithms selectable by liboqs bitstrength (#156),D2,high,Explicitly makes algorithms selectable by strength; algorithm-selection mechanism.,claude_sonnet_4_6_max
C179,open-quantum-safe/liboqs,,,,Add constant time suppression for Falcon AVX2 (#1415),D6,high,Explicit constant-time suppression addition.,claude_sonnet_4_6_max
C180,openssl/openssl,,,,ml-dsa: add more to internal header,D9,low,Vague internal header addition with no defect detail.,claude_sonnet_4_6_max
C181,wolfSSL/wolfssl,,,,Have ret initialized to 0 in wc_ecc_free() and wc_dilithium_free(),D7,medium,Uninitialized return-code variable fixed in Free functions.,claude_sonnet_4_6_max
C182,openssl/openssl,,,,Facilitate corruption in ML-DSA PCT,D9,low,Appears to add a way to test PCT corruption-detection; test-related.,claude_sonnet_4_6_max
C183,Mbed-TLS/mbedtls,,,,Fix leakage of projective coordinates in ECC,D6,high,Explicit leakage fix for secret-dependent coordinate data.,claude_sonnet_4_6_max
C184,wolfSSL/wolfssl,,,,Regression testing fixes,D9,low,Vague 'regression testing fixes' with no defect detail.,claude_sonnet_4_6_max
C185,openssl/openssl,,,,ML-DSA: Add Win64 SEH unwind support to AVX2 NTT functions,D8,high,Windows-specific (SEH) exception-handling support for ASM functions.,claude_sonnet_4_6_max
C186,wolfSSL/wolfssl,,,,enable kyber and dilithium in selftest,D9,medium,Enabling algorithms in self-test; test-infrastructure change.,claude_sonnet_4_6_max
C187,open-quantum-safe/liboqs,,,,test OQS_SIG_sign methods in vectors_sig (#2350),D9,high,Adding sign-method tests.,claude_sonnet_4_6_max
C188,open-quantum-safe/liboqs,,,,Merge commit from fork,D9,low,"Pure merge commit, no content signal.",claude_sonnet_4_6_max
C189,openssl/openssl,,,,ssl/t1_lib.c: Free gix if sk_TLS_GROUP_IX_push() fails to avoid memory leak,D5,high,Explicit memory leak fix.,claude_sonnet_4_6_max
C190,open-quantum-safe/liboqs,,,,Merge remote-tracking branch 'oqs/master' into PQClean_Dilithium,D9,high,"Merge/sync commit, no content signal.",claude_sonnet_4_6_max
C191,open-quantum-safe/oqs-provider,,,,remove duplicate LIBOQS_BRANCH option in config doc (#274),D9,medium,Removing a duplicate documentation entry; docs cleanup.,claude_sonnet_4_6_max
C192,wolfSSL/wolfssl,,,,add ML-KEM/ML-DSA support for C# wrapper,D9,low,Adding language-binding (C#) support; generic feature.,claude_sonnet_4_6_max
C193,open-quantum-safe/liboqs,,,,fix: correct cuPQC ML-KEM derand symbol names and #if/#elif chains (#2396),D8,medium,Fixing preprocessor conditional chains and symbol names.,claude_sonnet_4_6_max
C194,wolfSSL/wolfssl,,,,Merge pull request #9970 from JacobBarthelmeh/bench,D4,low,Branch name suggests benchmarking work.,claude_sonnet_4_6_max
C195,open-quantum-safe/liboqs,,,,Sync with PQClean (#817),D9,high,Upstream sync; generic maintenance.,claude_sonnet_4_6_max
C196,wolfSSL/wolfssl,,,,Increase test coverage,D9,high,Adding test coverage.,claude_sonnet_4_6_max
C197,open-quantum-safe/liboqs,,,,Pull Neon implementation of Falcon from PQClean (#1547),D4,medium,Adding a NEON (SIMD) implementation; performance optimization.,claude_sonnet_4_6_max
C198,aws/s2n-tls,,,,Importing Kyber PQ KEM (#2056),D9,high,Importing a new algorithm implementation; feature addition.,claude_sonnet_4_6_max
C199,openssl/openssl,,,,fips: add pairwise consistency test for ML-KEM key generation,D9,high,Adding a FIPS self-test.,claude_sonnet_4_6_max
C200,wolfSSL/wolfssl,,,,ML-KEM/ML-DSA: harden against fault attacks,D6,medium,Fault-attack hardening is the closest fit among D1-D8 to physical/side-channel hardening.,claude_sonnet_4_6_max
