coding_id,repo,commit_sha,commit_date,commit_url,commit_message,llm_label,confidence,short_reason,source_pass
C082,wolfSSL/wolfssl,39d4832b0b75e4f18521d2841e38f38090adae02,2024-11-21T11:41:52.000-08:00,https://github.com/wolfSSL/wolfssl/commit/39d4832b0b75e4f18521d2841e38f38090adae02,Merge pull request #8207 from bigbrett/dilithium-nightly-fixes,D9,low,Vague nightly fixes with no specific category signal.,gpt_5_5_high
C083,wolfSSL/wolfssl,0b18e250edc1f96d17dbadbc8db3ac14ff9a67c9,2023-07-11T14:56:49.000-04:00,https://github.com/wolfSSL/wolfssl/commit/0b18e250edc1f96d17dbadbc8db3ac14ff9a67c9,Merge pull request #6576 from iyanmv/liboqs-1.8,D8,medium,liboqs version integration/update.,gpt_5_5_high
C084,wolfSSL/wolfssl,211742bfe05fd3af22b6da66ff7f58b4d09206ca,2024-06-12T13:45:57.000-04:00,https://github.com/wolfSSL/wolfssl/commit/211742bfe05fd3af22b6da66ff7f58b4d09206ca,liboqs depends on pthreads now,D8,high,New pthread dependency affects build/platform integration.,gpt_5_5_high
C085,wolfSSL/wolfssl,e9292e301f620ff60d57caa253e71dbfc12bc6aa,2025-07-30T10:51:08.000+09:00,https://github.com/wolfSSL/wolfssl/commit/e9292e301f620ff60d57caa253e71dbfc12bc6aa,add _new/_delete API for ML-KEM/ML-DSA,D2,high,Adds new/delete APIs for ML-KEM/ML-DSA objects.,gpt_5_5_high
C086,open-quantum-safe/liboqs,77524aea43dd11f138b15f37a67c139f868d8183,2019-07-16T21:15:12.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/77524aea43dd11f138b15f37a67c139f868d8183,Merge pull request #524 from open-quantum-safe/ds-backout-ledakem,D2,medium,"Backs out/removes algorithm support, affecting supported algorithm set.",gpt_5_5_high
C087,wolfSSL/wolfssl,5793f626ac33735fffdb7d3581fa069e7e550295,2024-06-25T09:12:25.000+10:00,https://github.com/wolfSSL/wolfssl/commit/5793f626ac33735fffdb7d3581fa069e7e550295,Merge pull request #7677 from Laboratory-for-Safe-and-Secure-Systems/mldsa_fixes,D9,low,Generic ML-DSA fixes with no specific risk evidence.,gpt_5_5_high
C088,open-quantum-safe/liboqs,095620786c11e14cbd3b50fc9d20ff79293727bb,2018-10-10T09:54:23.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/095620786c11e14cbd3b50fc9d20ff79293727bb,Merge branch 'master' of https://github.com/open-quantum-safe/liboqs,D9,high,Generic branch merge.,gpt_5_5_high
C089,open-quantum-safe/liboqs,326f5dca3d8889fcc9024ff1f7b954b3fd60aa98,2019-06-27T10:12:50.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/326f5dca3d8889fcc9024ff1f7b954b3fd60aa98,Merge pull request #496 from open-quantum-safe/ds-aes-fix-compilation,D8,high,Compilation fix.,gpt_5_5_high
C090,open-quantum-safe/liboqs,795c1b7932d8e3d44277c7bb1c6c45d091cde1c7,2020-03-14T10:56:42.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/795c1b7932d8e3d44277c7bb1c6c45d091cde1c7,Add Falcon from PQClean (#660),D9,medium,Adds Falcon implementation from PQClean; upstream implementation maintenance.,gpt_5_5_high
C091,wolfSSL/wolfssl,d6ecaaddbde6c3869858e0704b29ef10bbab6f88,2024-07-12T08:25:49.000+10:00,https://github.com/wolfSSL/wolfssl/commit/d6ecaaddbde6c3869858e0704b29ef10bbab6f88,Merge pull request #7740 from JacobBarthelmeh/readme,D9,high,README/documentation update.,gpt_5_5_high
C092,open-quantum-safe/liboqs,ab2c96a65e368f964a060c23ec0fddfcca51b740,2019-03-20T12:50:22.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/ab2c96a65e368f964a060c23ec0fddfcca51b740,Replace the Kyber768 implementation in liboqs master with PQClean's implementation (#466),D9,medium,Replaces Kyber implementation with PQClean implementation.,gpt_5_5_high
C093,openssl/openssl,3b3680c63936a0c316d25f783eee7406bca1b320,2026-02-25T16:44:07.000Z,https://github.com/openssl/openssl/commit/3b3680c63936a0c316d25f783eee7406bca1b320,ML-DSA: Refactor to use function pointers for AVX2/scalar NTT,D4,high,AVX2/scalar function-pointer dispatch affects optimized performance path.,gpt_5_5_high
C094,wolfSSL/wolfssl,80a04551cfe7a72e4ee4c110aac8562948440d86,2026-05-07T14:37:59.000-07:00,https://github.com/wolfSSL/wolfssl/commit/80a04551cfe7a72e4ee4c110aac8562948440d86,Merge pull request #10405 from SparkiDev/mlkem_fixes_1,D9,low,Generic ML-KEM fixes with no specific risk signal.,gpt_5_5_high
C095,open-quantum-safe/liboqs,d9c214cc64315e527fd96fe7501203e07b15f7ec,2024-11-26T13:45:10.000+01:00,https://github.com/open-quantum-safe/liboqs/commit/d9c214cc64315e527fd96fe7501203e07b15f7ec,Add ML-DSA / FIPS 204 final (#1919),D9,medium,Adds final ML-DSA implementation/spec update.,gpt_5_5_high
C096,open-quantum-safe/oqs-provider,1aacc6ea00711abccb07d1d74d897ccb5ee3e3e9,2025-05-06T17:07:24.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/1aacc6ea00711abccb07d1d74d897ccb5ee3e3e9,Disable Kyber,D2,high,Disables Kyber algorithm availability.,gpt_5_5_high
C097,wolfSSL/wolfssl,328822b447a0a60db17929299e6ac5de700b4bc8,2026-03-24T09:26:24.000-07:00,https://github.com/wolfSSL/wolfssl/commit/328822b447a0a60db17929299e6ac5de700b4bc8,Merge pull request #10047 from Frauschi/mldsa_no_ctx,D2,medium,No-context ML-DSA branch suggests API/context handling change.,gpt_5_5_high
C098,wolfSSL/wolfssl,cceeb776f7d45252dc83986d0809a9b5a36d1059,2024-11-20T16:07:25.000-07:00,https://github.com/wolfSSL/wolfssl/commit/cceeb776f7d45252dc83986d0809a9b5a36d1059,gate dilithium OID autodetection on FIPS 204 draft mode,D2,high,OID autodetection gated by FIPS mode affects algorithm identification/configuration.,gpt_5_5_high
C099,open-quantum-safe/liboqs,a822f0e62d4492afc2fd9d9d86308bb6abec351d,2021-06-29T21:05:34.000+02:00,https://github.com/open-quantum-safe/liboqs/commit/a822f0e62d4492afc2fd9d9d86308bb6abec351d,PQClean / NTRU Prime update (#1039),D9,medium,PQClean/NTRU Prime upstream update.,gpt_5_5_high
C100,wolfSSL/wolfssl,bcf4dbe697ea3e86fed43c5d5ff472653279ea41,2022-09-12T13:33:39.000-04:00,https://github.com/wolfSSL/wolfssl/commit/bcf4dbe697ea3e86fed43c5d5ff472653279ea41,Changes inspired by Feedback from Sean.,D9,low,Vague feedback-driven changes; no specific D1-D8 signal.,gpt_5_5_high
C101,wolfSSL/wolfssl,3e3a00dafdc1aa5a917c481cf7a09ebc91ad0244,2024-06-06T22:07:26.000+10:00,https://github.com/wolfSSL/wolfssl/commit/3e3a00dafdc1aa5a917c481cf7a09ebc91ad0244,Dilithium/ML-DSA: Implementation of ML-DSA-44/65/87,D9,medium,Implements ML-DSA variants; generic algorithm implementation work.,gpt_5_5_high
C102,open-quantum-safe/liboqs,d14825a7559c72ddb74232fd58f6e34dbee22f71,2023-08-10T13:43:23.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/d14825a7559c72ddb74232fd58f6e34dbee22f71,Pull Falcon updates from PQClean (#1523),D9,medium,Pulls Falcon updates from PQClean.,gpt_5_5_high
C103,open-quantum-safe/liboqs,1ed497ce64530397e52c4c4b1cbcf3dda634e2f8,2018-11-13T13:42:37.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/1ed497ce64530397e52c4c4b1cbcf3dda634e2f8,Merge branch 'master' of https://github.com/open-quantum-safe/liboqs,D9,high,Generic branch merge.,gpt_5_5_high
C104,open-quantum-safe/liboqs,9901a286cac06f6f9513baa8e2b800bd45b8e131,2024-08-20T17:13:44.000+04:00,https://github.com/open-quantum-safe/liboqs/commit/9901a286cac06f6f9513baa8e2b800bd45b8e131,Use explicit_memset if available. NetBSD has support for it: (#1872),D6,medium,explicit_memset supports secret clearing/hardening against data exposure.,gpt_5_5_high
C105,wolfSSL/wolfssl,f6434cf712874446dcedbbdf3c7998daffb84dc2,2025-04-15T17:50:42.000-05:00,https://github.com/wolfSSL/wolfssl/commit/f6434cf712874446dcedbbdf3c7998daffb84dc2,Merge pull request #8639 from anhu/cmake_pq,D8,high,CMake PQ build work.,gpt_5_5_high
C106,open-quantum-safe/liboqs,37579e12f3ec2c4a249bd296d6384b870babeb01,2019-06-14T14:49:51.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/37579e12f3ec2c4a249bd296d6384b870babeb01,Merge pull request #491 from open-quantum-safe/ds-update-kems,D9,low,Generic KEM update branch with no specific risk detail.,gpt_5_5_high
C107,wolfSSL/wolfssl,4d259da60a5d57c443267aa2eab53ea712edc075,2023-12-20T16:22:07.000+01:00,https://github.com/wolfSSL/wolfssl/commit/4d259da60a5d57c443267aa2eab53ea712edc075,PQC: CryptoCb support for KEM algorithm Kyber,D2,high,Crypto callback support for Kyber KEM affects provider/API flexibility.,gpt_5_5_high
C108,aws/s2n-tls,7268d0afc3db4b997f00a64005ccd244df0ce59d,2019-04-29T16:05:07.000-07:00,https://github.com/aws/s2n-tls/commit/7268d0afc3db4b997f00a64005ccd244df0ce59d,Merge pull request #1041 from andrewhop/readme,D9,high,README/documentation merge.,gpt_5_5_high
C109,open-quantum-safe/oqs-provider,4bf202bdbe4a1c9dbb7e88ccd0636c9848d90afc,2023-05-24T07:09:57.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/4bf202bdbe4a1c9dbb7e88ccd0636c9848d90afc,Generate (also historical) (O)ID tables (#167),D2,high,OIDs are algorithm identifiers used for provider selection/interoperability.,gpt_5_5_high
C110,open-quantum-safe/oqs-provider,c71c2ada31dd42c7226add0e408c23b0b5a22832,2023-03-22T16:42:54.000+01:00,https://github.com/open-quantum-safe/oqs-provider/commit/c71c2ada31dd42c7226add0e408c23b0b5a22832,update Falcon IDs (#125),D2,high,"Updates Falcon IDs, affecting algorithm identification/interoperability.",gpt_5_5_high
C111,wolfSSL/wolfssl,80a63a3fce9e6931a3434217a8dc2c9e3bd81cef,2024-09-06T12:00:26.000-07:00,https://github.com/wolfSSL/wolfssl/commit/80a63a3fce9e6931a3434217a8dc2c9e3bd81cef,Merge pull request #7924 from anhu/pqm4_purge,D9,medium,pqm4 purge appears to remove/cleanup external implementation code.,gpt_5_5_high
C112,wolfSSL/wolfssl,da427efd89627f42c2d27636663b64c31f2ebcd1,2026-05-06T15:58:02.000+02:00,https://github.com/wolfSSL/wolfssl/commit/da427efd89627f42c2d27636663b64c31f2ebcd1,Add LMS; XMSS and ML-DSA to Wconversion,D8,high,Wconversion compiler-warning integration.,gpt_5_5_high
C113,aws/s2n-tls,7bd4efbf42b9fe8584b8e80b213428d9a1c4ae1e,2021-07-15T14:54:20.000-07:00,https://github.com/aws/s2n-tls/commit/7bd4efbf42b9fe8584b8e80b213428d9a1c4ae1e,Add Kyber Round 3 Fuzz Tests (#2958),D9,high,Adds fuzz tests.,gpt_5_5_high
C114,wolfSSL/wolfssl,7d3ee74a71f3314aca15cfab9df711cf72808bb3,2025-01-02T19:56:04.000+10:00,https://github.com/wolfSSL/wolfssl/commit/7d3ee74a71f3314aca15cfab9df711cf72808bb3,Aarch64 ASM: Use CPU features for more,D4,high,Aarch64 assembly CPU-feature use targets optimized performance paths.,gpt_5_5_high
C115,open-quantum-safe/oqs-provider,a8c001ec3a77e81bd9ee760c486b456dc0fb89eb,2021-06-04T14:44:34.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/a8c001ec3a77e81bd9ee760c486b456dc0fb89eb,Update to ensure hybrid kex interop; updates for OpenSSL master (#24),D2,high,Hybrid key-exchange interoperability and OpenSSL-master compatibility.,gpt_5_5_high
C116,wolfSSL/wolfssl,d620e937f04a97bf292507fd189c0b0d7c47dc1a,2024-11-26T17:02:17.000-07:00,https://github.com/wolfSSL/wolfssl/commit/d620e937f04a97bf292507fd189c0b0d7c47dc1a,Merge pull request #8229 from bigbrett/pqc-macro-protection-quickfix,D8,medium,Macro-protection quickfix suggests preprocessor/build compatibility.,gpt_5_5_high
C117,wolfSSL/wolfssl,5339fe0d9f1a155c617a534e3c8eb2d7d7ee6889,2023-08-21T09:26:16.000-06:00,https://github.com/wolfSSL/wolfssl/commit/5339fe0d9f1a155c617a534e3c8eb2d7d7ee6889,Merge pull request #6715 from anhu/WOLFSSL_NO_SPHINCS,D2,medium,Adds/configures WOLFSSL_NO_SPHINCS algorithm gating.,gpt_5_5_high
C118,wolfSSL/wolfssl,7cd610bc45149b1661b81da68bdde85d84b6372d,2024-06-24T14:55:33.000+02:00,https://github.com/wolfSSL/wolfssl/commit/7cd610bc45149b1661b81da68bdde85d84b6372d,Fixes for WolfSSL ML-DSA implementation,D9,low,Generic ML-DSA implementation fixes with no specific risk clue.,gpt_5_5_high
C119,wolfSSL/wolfssl,2a2f9d5916a59ec0ffc65bfe3d482d537d4c4f8b,2024-07-30T10:28:56.000+02:00,https://github.com/wolfSSL/wolfssl/commit/2a2f9d5916a59ec0ffc65bfe3d482d537d4c4f8b,ML-KEM compatibility,D2,medium,ML-KEM compatibility implies interoperability/configuration risk.,gpt_5_5_high
C120,wolfSSL/wolfssl,c7e054a7a76dfe035562f1cb4ea469036d21f1d4,2025-07-25T13:27:26.000-04:00,https://github.com/wolfSSL/wolfssl/commit/c7e054a7a76dfe035562f1cb4ea469036d21f1d4,Rename ML-KEM hybrids to match IETF Draft.,D2,high,Renames hybrid groups to match IETF draft identifiers.,gpt_5_5_high
C121,open-quantum-safe/liboqs,db08f12b5a96aa6582a82aac7f65cf8a4d8b231f,2023-06-07T20:50:36.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/db08f12b5a96aa6582a82aac7f65cf8a4d8b231f,liboqs 0.8.0 release,D9,high,Release maintenance.,gpt_5_5_high
C122,openssl/openssl,4fc06921b7f3a5e2fe4caf74dfae5df37fb7824f,2025-06-18T10:19:51.000+10:00,https://github.com/openssl/openssl/commit/4fc06921b7f3a5e2fe4caf74dfae5df37fb7824f,ml-kem: update to use improved parameter handling,D2,high,Improved parameter handling affects API/configuration decoding.,gpt_5_5_high
C123,open-quantum-safe/liboqs,38757741fc9461d963d3d3f9db5e983b31e63b24,2018-06-18T09:22:56.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/38757741fc9461d963d3d3f9db5e983b31e63b24,Add new KEM API and SIKE (#295),D2,high,Adds new KEM API and SIKE support.,gpt_5_5_high
C124,wolfSSL/wolfssl,c899f79cfab3b34e8bf8f94e747c235b3367ee02,2024-11-11T12:39:09.000+01:00,https://github.com/wolfSSL/wolfssl/commit/c899f79cfab3b34e8bf8f94e747c235b3367ee02,Update key share group ranking algorithm,D2,high,Key-share group ranking affects negotiation/algorithm selection.,gpt_5_5_high
C125,wolfSSL/wolfssl,8e9e671a5aa10cdefa718c164d9b7527de82aa7c,2025-06-07T07:29:33.000+10:00,https://github.com/wolfSSL/wolfssl/commit/8e9e671a5aa10cdefa718c164d9b7527de82aa7c,Merge pull request #8853 from JacobBarthelmeh/pqc,D9,low,Generic PQC branch merge with no clearer D1-D8 signal.,gpt_5_5_high
C126,open-quantum-safe/liboqs,255b836e47bb14a5e16bb159f5f8019f0553c206,2019-10-23T15:09:53.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/255b836e47bb14a5e16bb159f5f8019f0553c206,Merge pull request #563 from open-quantum-safe/vsoftco-patch-1,D9,low,Generic patch merge without specific risk detail.,gpt_5_5_high
C127,open-quantum-safe/liboqs,71c8b7cd536cfde0680e1f9a2142cb30b5afc4f6,2019-06-18T21:03:47.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/71c8b7cd536cfde0680e1f9a2142cb30b5afc4f6,Rename algorithms in Dilithium datasheet,D9,high,Datasheet algorithm renaming/documentation.,gpt_5_5_high
C128,wolfSSL/wolfssl,4551926dad0b505fcf7bced837a0fb78b6b3d6e8,2026-02-19T11:40:36.000Z,https://github.com/wolfSSL/wolfssl/commit/4551926dad0b505fcf7bced837a0fb78b6b3d6e8,Fix inverted logic in Sphincs and Falcon,D7,high,Fixes inverted logic in signature implementations.,gpt_5_5_high
C129,openssl/openssl,e66097fc6687750ac792986a71375b23793766c2,2025-05-15T09:53:00.000+02:00,https://github.com/openssl/openssl/commit/e66097fc6687750ac792986a71375b23793766c2,s3_lib.c: Use illegal_parameter for failing encapsulation in ml_kem,D7,high,Maps failing encapsulation to explicit error handling.,gpt_5_5_high
C130,open-quantum-safe/liboqs,f96d9c2fff709c43b20988a0733264537d023365,2023-02-17T07:43:26.000+01:00,https://github.com/open-quantum-safe/liboqs/commit/f96d9c2fff709c43b20988a0733264537d023365,Revert 'Update Falcon to 20230207 (PQClean commit 96dfee95cc56207d1ec5e3a2df306d6614ad7c6c) (#1386)' (#1392),D9,medium,Reverts an upstream Falcon update.,gpt_5_5_high
C131,open-quantum-safe/liboqs,14d64d379def3a4745acb25a5a5c904bfbbf10f3,2021-11-19T16:40:04.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/14d64d379def3a4745acb25a5a5c904bfbbf10f3,Fix gcc 11 error for Kyber on arm64 (#1127),D8,high,GCC 11/arm64 compiler-platform fix.,gpt_5_5_high
C132,wolfSSL/wolfssl,f7ea8fca67e1249202c4fbe00bb8d43dd1609bd5,2025-07-02T15:50:51.000-04:00,https://github.com/wolfSSL/wolfssl/commit/f7ea8fca67e1249202c4fbe00bb8d43dd1609bd5,Explicitly declare dilithium_coeff_eta2[] as signed,D8,medium,Signedness declaration addresses type/compiler compatibility/correctness.,gpt_5_5_high
C133,wolfSSL/wolfssl,1e9607b65ea4cc8f3e71c03a79e59a2d3f37e268,2024-12-05T08:34:58.000-08:00,https://github.com/wolfSSL/wolfssl/commit/1e9607b65ea4cc8f3e71c03a79e59a2d3f37e268,Fixes for ML-DSA and LMS cast warnings and spelling errors.,D8,high,Cast-warning fixes are compiler compatibility cleanup.,gpt_5_5_high
C134,wolfSSL/wolfssl,fb691fac94f079170a7fd90b75bb1cffa2a5846c,2025-07-03T16:10:55.000-07:00,https://github.com/wolfSSL/wolfssl/commit/fb691fac94f079170a7fd90b75bb1cffa2a5846c,Merge pull request #8947 from SparkiDev/mldsa_openssl_der,D2,medium,ML-DSA OpenSSL DER branch concerns encoding/import API support.,gpt_5_5_high
C135,wolfSSL/wolfssl,bbd2f6f8980106a6e9633effe7ec76a3cca22e2c,2026-03-12T08:19:39.000+10:00,https://github.com/wolfSSL/wolfssl/commit/bbd2f6f8980106a6e9633effe7ec76a3cca22e2c,Fixes from regression testing,D9,high,Regression testing fixes.,gpt_5_5_high
C136,open-quantum-safe/oqs-provider,1bd2a1bcf797e349f5b9486c310f0870de87e6f1,2024-10-15T07:23:39.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/1bd2a1bcf797e349f5b9486c310f0870de87e6f1,switch doc to release; add backlevel liboqs support (#544),D8,medium,Backlevel liboqs support affects dependency compatibility.,gpt_5_5_high
C137,open-quantum-safe/liboqs,bac716cc91c53529e3fad88e92ff9dfd19c04577,2023-10-18T20:19:03.000+02:00,https://github.com/open-quantum-safe/liboqs/commit/bac716cc91c53529e3fad88e92ff9dfd19c04577,Add section to CONFIGURE.md link (#1578),D9,high,Configuration documentation link update.,gpt_5_5_high
C138,open-quantum-safe/liboqs,3cb781fd4737c900ad755ee0bb9e1949d0f68955,2026-04-15T12:20:19.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/3cb781fd4737c900ad755ee0bb9e1949d0f68955,Update pytest package version (#2408),D8,high,pytest dependency version update.,gpt_5_5_high
C139,wolfSSL/wolfssl,035d4022fbdf8c7e9c55d8520e53f7077c13c938,2025-02-06T15:50:37.000-05:00,https://github.com/wolfSSL/wolfssl/commit/035d4022fbdf8c7e9c55d8520e53f7077c13c938,dual alg: add ML-DSA test; and misc cleanup.,D9,medium,Adds dual-algorithm test and miscellaneous cleanup.,gpt_5_5_high
C140,open-quantum-safe/oqs-provider,bc399b79c7992a6652601fd127290633728e79ae,2024-10-07T19:19:28.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/bc399b79c7992a6652601fd127290633728e79ae,fixup! Point CI to liboqs 0.11.0,D8,high,CI build configuration points to liboqs version.,gpt_5_5_high
C141,open-quantum-safe/liboqs,003a8556955ce4707cb3f99d62caa9d27b751ad5,2020-11-02T10:53:13.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/003a8556955ce4707cb3f99d62caa9d27b751ad5,Exported liboqs target in CMake and some CI refactoring. (#840),D8,high,Exported CMake target and CI refactoring.,gpt_5_5_high
C142,wolfSSL/wolfssl,79787eaaa4e8ab1ef7df1b7c6d7be8b2c3542fa1,2021-09-23T10:28:02.000-07:00,https://github.com/wolfSSL/wolfssl/commit/79787eaaa4e8ab1ef7df1b7c6d7be8b2c3542fa1,Merge pull request #4419 from anhu/set1_groups_list,D2,medium,Group-list changes affect supported group negotiation.,gpt_5_5_high
C143,open-quantum-safe/liboqs,d9e025852e342eccd12529ff8cf595381612ace0,2021-02-23T06:12:06.000+01:00,https://github.com/open-quantum-safe/liboqs/commit/d9e025852e342eccd12529ff8cf595381612ace0,Support OpenSSL on Windows (#915),D8,high,Windows/OpenSSL platform support.,gpt_5_5_high
C144,wolfSSL/wolfssl,32a07a7f5a45baa322381037b30a35c575ee470d,2023-08-23T14:10:51.000-06:00,https://github.com/wolfSSL/wolfssl/commit/32a07a7f5a45baa322381037b30a35c575ee470d,Merge pull request #6723 from anhu/bench_sphincs_gating,D4,medium,Bench/SPHINCS gating branch indicates benchmark/performance focus.,gpt_5_5_high
C145,openssl/openssl,3bb06ce79806d7e725244dd62212ef935112b82c,2025-06-19T13:45:14.000+10:00,https://github.com/openssl/openssl/commit/3bb06ce79806d7e725244dd62212ef935112b82c,ml-dsa: use TRIE & struct based param name decoders,D2,high,Parameter-name decoders affect algorithm parameter selection.,gpt_5_5_high
C146,openssl/openssl,318994a121daa479f9418514ccf0ac196792de3b,2025-01-19T10:48:01.000+11:00,https://github.com/openssl/openssl/commit/318994a121daa479f9418514ccf0ac196792de3b,ASN.1 ML-KEM private key format,D2,high,ASN.1 ML-KEM private-key format affects key import/export API compatibility.,gpt_5_5_high
C147,wolfSSL/wolfssl,ebeb95e47bd0323eebb12b63a98c0981a156ce42,2025-07-09T09:13:14.000-07:00,https://github.com/wolfSSL/wolfssl/commit/ebeb95e47bd0323eebb12b63a98c0981a156ce42,Initialize Dilithium keyTypeTemp and keySizeTemp,D7,high,Initializes temporary key type/size variables to avoid bad state.,gpt_5_5_high
C148,open-quantum-safe/liboqs,436917885d60687a4f1634e5be5894634ef80a97,2026-04-08T00:05:54.000+08:00,https://github.com/open-quantum-safe/liboqs/commit/436917885d60687a4f1634e5be5894634ef80a97,Update mlkem-native to v1.1.0 (#2376),D8,medium,Updates mlkem-native dependency/native implementation.,gpt_5_5_high
C149,open-quantum-safe/liboqs,a55b12eb25740921cd9197e314f95217c3c54bf5,2020-07-24T09:18:19.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/a55b12eb25740921cd9197e314f95217c3c54bf5,Fix non-Dilithium-related execute failures on Alpine (#796),D8,high,Alpine execute-failure fix is platform/build compatibility.,gpt_5_5_high
C150,wolfSSL/wolfssl,f16216e5b81af52d96ece7f2aaafe64f29bff790,2026-05-11T10:14:13.000+02:00,https://github.com/wolfSSL/wolfssl/commit/f16216e5b81af52d96ece7f2aaafe64f29bff790,HashSLH-DSA APIs now take the pre-hashed digest; not the raw message,D2,high,HashSLH-DSA API contract changes digest-versus-message input.,gpt_5_5_high
C151,open-quantum-safe/oqs-provider,4fa4ab1fa470274585f8c1b8fda4b1456d474438,2024-08-24T06:50:09.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/4fa4ab1fa470274585f8c1b8fda4b1456d474438,Force liboqs as a debian package dependency requirement only if it is not a static linked library. (#493),D8,high,Debian package/static-link dependency handling.,gpt_5_5_high
C152,wolfSSL/wolfssl,f7afc47d98d799c989675c134c7bcf1d281f7375,2024-10-04T11:06:18.000+10:00,https://github.com/wolfSSL/wolfssl/commit/f7afc47d98d799c989675c134c7bcf1d281f7375,Kyber ARM32 ASM: add assembly using base instructions,D4,high,ARM32 assembly implementation targets optimized performance.,gpt_5_5_high
C153,openssl/openssl,8a82e3a7548e6a7091fbb746dae2094590c4dd5a,2026-03-03T19:24:23.000+11:00,https://github.com/openssl/openssl/commit/8a82e3a7548e6a7091fbb746dae2094590c4dd5a,Deuglify ML-KEM code after reformat,D9,high,Code cleanup/reformatting.,gpt_5_5_high
C154,wolfSSL/wolfssl,b06458f9a483aa3d4daee3046ad06ae3c0332992,2026-03-13T13:46:02.000-06:00,https://github.com/wolfSSL/wolfssl/commit/b06458f9a483aa3d4daee3046ad06ae3c0332992,use heap hint with dilithium benchmark,D5,medium,Heap hint in Dilithium benchmark indicates dynamic-memory management concern.,gpt_5_5_high
C155,wolfSSL/wolfssl,be6888c589b075f524d49a4436ea6296f2aa9e97,2024-11-12T16:35:28.000+01:00,https://github.com/wolfSSL/wolfssl/commit/be6888c589b075f524d49a4436ea6296f2aa9e97,Fixes for Dilithium in TLS handshake,D7,medium,TLS handshake fixes likely concern failure/logic handling during crypto use.,gpt_5_5_high
C156,open-quantum-safe/liboqs,83ec7c31451d02e5947f142645c992af44ebe4a2,2019-08-20T10:33:59.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/83ec7c31451d02e5947f142645c992af44ebe4a2,Added SHA256 SPHINCS variants to README and removed references to nist-branch from algorithm datasheets.,D9,high,README/datasheet documentation update.,gpt_5_5_high
C157,openssl/openssl,7d2d153f9d480cbd2a58aeb71d29db1b84026d93,2025-02-07T17:51:37.000+11:00,https://github.com/openssl/openssl/commit/7d2d153f9d480cbd2a58aeb71d29db1b84026d93,ML-DSA: Add TLS certificate test,D9,high,TLS certificate test addition.,gpt_5_5_high
C158,open-quantum-safe/oqs-provider,66ee77021b7ae35929e4659ac3f4b1e7642ddc67,2024-03-20T10:10:10.000+01:00,https://github.com/open-quantum-safe/oqs-provider/commit/66ee77021b7ae35929e4659ac3f4b1e7642ddc67,Move the clang-format check from CircleCI to GitHub actions. (#376),D8,high,Moves clang-format check to GitHub Actions CI.,gpt_5_5_high
C159,open-quantum-safe/liboqs,39fb613efcace1cea90d43ce715bde171b16144e,2019-06-28T14:49:20.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/39fb613efcace1cea90d43ce715bde171b16144e,Merge pull request #505 from open-quantum-safe/ds-default-autoconf,D8,high,Autoconf/default build configuration change.,gpt_5_5_high
C160,openssl/openssl,cd430bf5da18d56a9a4b59809756390b46d2f3dd,2025-01-24T12:55:21.000+11:00,https://github.com/openssl/openssl/commit/cd430bf5da18d56a9a4b59809756390b46d2f3dd,ml-dsa(fips): add power up signature self tests for ML-DSA-65,D9,medium,Adds FIPS power-up signature self-tests.,gpt_5_5_high
C161,open-quantum-safe/liboqs,786141b06e7f450cb3395608fec30cc35ba11483,2020-03-26T17:37:14.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/786141b06e7f450cb3395608fec30cc35ba11483,Merge branch 'ds-tests-in-threads' of https://github.com/open-quantum-safe/liboqs into ds-tests-in-threads,D9,medium,Threaded test branch; primarily test maintenance.,gpt_5_5_high
C162,openssl/openssl,8f74d8cee3630ede41a4dfa1a85c469d2200c58d,2025-03-07T21:52:03.000-05:00,https://github.com/openssl/openssl/commit/8f74d8cee3630ede41a4dfa1a85c469d2200c58d,If our server channel creates its own qrx; set its initial secret,D7,high,Initial secret setting fix indicates initialization/state-handling gap.,gpt_5_5_high
