finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_123,R02,library/pk_wrap.c,144,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     141:     }
     142: #endif
     143: 
>>>  144:     if (sig_len < rsa_len) {
     145:         return MBEDTLS_ERR_RSA_VERIFY_FAILED;
     146:     }
     147: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_124,R02,library/pk_wrap.c,308,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     305: 
     306:     psa_set_key_type(&attributes, PSA_KEY_TYPE_RSA_KEY_PAIR);
     307:     psa_set_key_usage_flags(&attributes, PSA_KEY_USAGE_DECRYPT);
>>>  308:     if (mbedtls_rsa_get_padding_mode(rsa) == MBEDTLS_RSA_PKCS_V21) {
     309:         psa_md_alg = mbedtls_md_psa_alg_from_type((mbedtls_md_type_t) mbedtls_rsa_get_md_alg(rsa));
     310:         decrypt_alg = PSA_ALG_RSA_OAEP(psa_md_alg);
     311:     } else {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_125,R02,library/pk_wrap.c,380,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     377:     ((void) f_rng);
     378:     ((void) p_rng);
     379: 
>>>  380:     if (mbedtls_rsa_get_len(rsa) > osize) {
     381:         return MBEDTLS_ERR_RSA_OUTPUT_TOO_LARGE;
     382:     }
     383: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_126,R02,library/pk_wrap.c,1326,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1323:     ((void) f_rng);
    1324:     ((void) p_rng);
    1325: 
>>> 1326:     if (ilen != rsa_alt->key_len_func(rsa_alt->key)) {
    1327:         return MBEDTLS_ERR_RSA_BAD_INPUT_DATA;
    1328:     }
    1329: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_127,R02,library/pk_wrap.c,1344,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1341:     size_t sig_len = 0;
    1342:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    1343: 
>>> 1344:     if (rsa_alt_get_bitlen(prv) != rsa_get_bitlen(pub)) {
    1345:         return MBEDTLS_ERR_RSA_KEY_CHECK_FAILED;
    1346:     }
    1347: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_128,R02,library/pkparse.c,571,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     568:     } else
     569: #endif /* MBEDTLS_RSA_C */
     570: #if defined(MBEDTLS_PK_HAVE_ECC_KEYS)
>>>  571:     if (pk_alg == MBEDTLS_PK_ECKEY_DH || pk_alg == MBEDTLS_PK_ECKEY) {
     572: #if defined(MBEDTLS_PK_HAVE_RFC8410_CURVES)
     573:         if (MBEDTLS_PK_IS_RFC8410_GROUP_ID(ec_grp_id)) {
     574:             ret = pk_use_ecparams_rfc8410(&alg_params, ec_grp_id, pk);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_129,R02,library/pkparse.c,815,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     812: 
     813: #if defined(MBEDTLS_RSA_C)
     814:     if (pk_alg == MBEDTLS_PK_RSA) {
>>>  815:         if ((ret = mbedtls_rsa_parse_key(mbedtls_pk_rsa(*pk), p, len)) != 0) {
     816:             mbedtls_pk_free(pk);
     817:             return ret;
     818:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_130,R02,library/pkwrite.c,396,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     393:         opaque_key_type = psa_get_key_type(&opaque_attrs);
     394:         psa_reset_key_attributes(&opaque_attrs);
     395: 
>>>  396:         if (PSA_KEY_TYPE_IS_ECC(opaque_key_type)) {
     397:             return MBEDTLS_PK_ECKEY;
     398:         } else if (PSA_KEY_TYPE_IS_RSA(opaque_key_type)) {
     399:             return MBEDTLS_PK_RSA;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_131,R02,library/psa_crypto.c,1460,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1457: {
    1458:     psa_key_type_t type = attributes->type;
    1459: 
>>> 1460:     if (key_type_is_raw_bytes(type) ||
    1461:         PSA_KEY_TYPE_IS_RSA(type)   ||
    1462:         PSA_KEY_TYPE_IS_ECC(type)   ||
    1463:         PSA_KEY_TYPE_IS_DH(type)) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_132,R02,library/psa_crypto.c,6660,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    6657:     }
    6658: #endif
    6659: #if defined(PSA_WANT_ALG_FFDH)
>>> 6660:     if (alg == PSA_ALG_FFDH) {
    6661:         return PSA_SUCCESS;
    6662:     }
    6663: #endif",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_133,R02,library/psa_crypto.c,7826,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7823:         if (bits > PSA_VENDOR_RSA_MAX_KEY_BITS) {
    7824:             return PSA_ERROR_NOT_SUPPORTED;
    7825:         }
>>> 7826:         if (bits < PSA_VENDOR_RSA_GENERATE_MIN_KEY_BITS) {
    7827:             return PSA_ERROR_NOT_SUPPORTED;
    7828:         }
    7829: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_134,R02,library/psa_crypto.c,7839,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7836: #endif /* defined(PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_GENERATE) */
    7837: 
    7838: #if defined(PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE)
>>> 7839:     if (PSA_KEY_TYPE_IS_ECC(type) && PSA_KEY_TYPE_IS_KEY_PAIR(type)) {
    7840:         /* To avoid empty block, return successfully here. */
    7841:         return PSA_SUCCESS;
    7842:     } else",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_135,R02,library/psa_crypto.c,7878,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7875:         }
    7876: 
    7877: #if defined(MBEDTLS_PSA_BUILTIN_KEY_TYPE_DES)
>>> 7878:         if (type == PSA_KEY_TYPE_DES) {
    7879:             psa_des_set_key_parity(key_buffer, key_buffer_size);
    7880:         }
    7881: #endif /* MBEDTLS_PSA_BUILTIN_KEY_TYPE_DES */",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_136,R02,library/psa_crypto.c,7885,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7882:     } else
    7883: 
    7884: #if defined(MBEDTLS_PSA_BUILTIN_KEY_TYPE_RSA_KEY_PAIR_GENERATE)
>>> 7885:     if (type == PSA_KEY_TYPE_RSA_KEY_PAIR) {
    7886:         return mbedtls_psa_rsa_generate_key(attributes,
    7887:                                             params, params_data_length,
    7888:                                             key_buffer,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_137,R02,library/psa_crypto.c,7904,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7901: #endif /* defined(MBEDTLS_PSA_BUILTIN_KEY_TYPE_ECC_KEY_PAIR_GENERATE) */
    7902: 
    7903: #if defined(MBEDTLS_PSA_BUILTIN_KEY_TYPE_DH_KEY_PAIR_GENERATE)
>>> 7904:     if (PSA_KEY_TYPE_IS_DH(type) && PSA_KEY_TYPE_IS_KEY_PAIR(type)) {
    7905:         return mbedtls_psa_ffdh_generate_key(attributes,
    7906:                                              key_buffer,
    7907:                                              key_buffer_size,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_138,R02,library/psa_crypto_cipher.c,209,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     206:         return PSA_ERROR_NOT_SUPPORTED;
     207:     }
     208: 
>>>  209:     switch (key_type) {
     210: #if defined(MBEDTLS_PSA_BUILTIN_KEY_TYPE_AES)
     211:         case PSA_KEY_TYPE_AES:
     212:             cipher_id_tmp = MBEDTLS_CIPHER_ID_AES;",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_139,R02,library/psa_crypto_driver_wrappers.h,879,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     876:     }
     877: #endif /* MBEDTLS_PSA_CRYPTO_SE_C */
     878: 
>>>  879:     switch( location )
     880:     {
     881:         case PSA_KEY_LOCATION_LOCAL_STORAGE:
     882:             /* Key is stored in the slot in export representation, so",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_140,R02,library/psa_crypto_driver_wrappers.h,2685,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2682:                 return( status );
    2683: #endif /* PSA_CRYPTO_DRIVER_TEST */
    2684: #if defined(MBEDTLS_PSA_P256M_DRIVER_ENABLED)
>>> 2685:             if( PSA_KEY_TYPE_IS_ECC( psa_get_key_type(attributes) ) &&
    2686:                 PSA_ALG_IS_ECDH(alg) &&
    2687:                 PSA_KEY_TYPE_ECC_GET_FAMILY(psa_get_key_type(attributes)) == PSA_ECC_FAMILY_SECP_R1 &&
    2688:                 psa_get_key_bits(attributes) == 256 )",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_141,R02,library/psa_crypto_driver_wrappers_no_static.c,153,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     150:     }
     151: #endif /* MBEDTLS_PSA_CRYPTO_SE_C */
     152: 
>>>  153:     switch( location )
     154:     {
     155:         case PSA_KEY_LOCATION_LOCAL_STORAGE:
     156:             /* Key is stored in the slot in export representation, so",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_142,R02,library/psa_crypto_ecp.c,42,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      39:  */
      40: static int check_ecc_parameters(psa_ecc_family_t family, size_t *bits)
      41: {
>>>   42:     switch (family) {
      43:         case PSA_ECC_FAMILY_SECP_R1:
      44:             switch (*bits) {
      45:                 case 192:",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_143,R02,library/psa_crypto_ecp.c,228,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     225:         goto exit;
     226:     }
     227: 
>>>  228:     if (PSA_KEY_TYPE_ECC_GET_FAMILY(attributes->type) ==
     229:         PSA_ECC_FAMILY_MONTGOMERY) {
     230:         *bits = ecp->grp.nbits + 1;
     231:     } else {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_144,R02,library/psa_crypto_hash.c,365,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     362:         goto exit;
     363:     }
     364: 
>>>  365:     switch (operation->alg) {
     366: #if defined(MBEDTLS_PSA_BUILTIN_ALG_MD5)
     367:         case PSA_ALG_MD5:
     368:             ret = mbedtls_md5_finish(&operation->ctx.md5, hash);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_145,R02,library/psa_crypto_rsa.c,440,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     437:         goto exit;
     438:     }
     439: 
>>>  440:     if (signature_length != mbedtls_rsa_get_len(rsa)) {
     441:         status = PSA_ERROR_INVALID_SIGNATURE;
     442:         goto exit;
     443:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_146,R02,library/psa_util.c,322,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     319:             break;
     320: 
     321:         case PSA_ECC_FAMILY_SECP_K1:
>>>  322:             switch (bits) {
     323: #if defined(PSA_WANT_ECC_SECP_K1_192)
     324:                 case 192:
     325:                     return MBEDTLS_ECP_DP_SECP192K1;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_147,R02,library/rsa.c,145,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     142:     }
     143: 
     144:     /* Import P */
>>>  145:     if ((ret = asn1_get_nonzero_mpi(&p, end, &T)) != 0 ||
     146:         (ret = mbedtls_rsa_import(rsa, NULL, &T, NULL,
     147:                                   NULL, NULL)) != 0) {
     148:         goto cleanup;",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_148,R02,library/rsa.c,171,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     168:      */
     169: 
     170:     /* Import DP */
>>>  171:     if ((ret = asn1_get_nonzero_mpi(&p, end, &T)) != 0 ||
     172:         (ret = mbedtls_mpi_copy(&rsa->DP, &T)) != 0) {
     173:         goto cleanup;
     174:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_149,R02,library/rsa.c,183,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     180:     }
     181: 
     182:     /* Import QP */
>>>  183:     if ((ret = asn1_get_nonzero_mpi(&p, end, &T)) != 0 ||
     184:         (ret = mbedtls_mpi_copy(&rsa->QP, &T)) != 0) {
     185:         goto cleanup;
     186:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_150,R02,library/rsa.c,266,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     263:         return ret;
     264:     }
     265: 
>>>  266:     if ((ret = mbedtls_rsa_import_raw(rsa, NULL, 0, NULL, 0, NULL, 0,
     267:                                       NULL, 0, p, len)) != 0) {
     268:         return MBEDTLS_ERR_RSA_BAD_INPUT_DATA;
     269:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_151,R02,library/rsa.c,300,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     297:     mbedtls_mpi_init(&T);
     298: 
     299:     /* Export QP */
>>>  300:     if ((ret = mbedtls_rsa_export_crt(rsa, NULL, NULL, &T)) != 0 ||
     301:         (ret = mbedtls_asn1_write_mpi(p, start, &T)) < 0) {
     302:         goto end_of_export;
     303:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_152,R02,library/rsa.c,387,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     384:     mbedtls_mpi_init(&T);
     385: 
     386:     /* Export E */
>>>  387:     if ((ret = mbedtls_rsa_export(rsa, NULL, NULL, NULL, NULL, &T)) != 0 ||
     388:         (ret = mbedtls_asn1_write_mpi(p, start, &T)) < 0) {
     389:         goto end_of_export;
     390:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_153,R02,library/rsa.c,1070,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1067:         goto cleanup;
    1068:     }
    1069: 
>>> 1070:     if (nbits < MBEDTLS_RSA_GEN_KEY_MIN_BITS) {
    1071:         ret = MBEDTLS_ERR_RSA_BAD_INPUT_DATA;
    1072:         goto cleanup;
    1073:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_154,R02,library/rsa.c,1242,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1239:     size_t olen;
    1240:     mbedtls_mpi T;
    1241: 
>>> 1242:     if (rsa_check_context(ctx, 0 /* public */, 0 /* no blinding */)) {
    1243:         return MBEDTLS_ERR_RSA_BAD_INPUT_DATA;
    1244:     }
    1245: ",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_155,R02,library/rsa.c,1893,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1890:                               const unsigned char *input,
    1891:                               unsigned char *output)
    1892: {
>>> 1893:     switch (ctx->padding) {
    1894: #if defined(MBEDTLS_PKCS1_V15)
    1895:         case MBEDTLS_RSA_PKCS_V15:
    1896:             return mbedtls_rsa_rsaes_pkcs1_v15_encrypt(ctx, f_rng, p_rng,",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_156,R02,library/rsa.c,2993,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2990:         goto cleanup;
    2991:     }
    2992: 
>>> 2993:     if (memcmp(rsa_decrypted, rsa_plaintext, len) != 0) {
    2994:         if (verbose != 0) {
    2995:             mbedtls_printf(""failed\n"");
    2996:         }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_157,R02,library/rsa.c,3011,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3008:         mbedtls_printf(""  PKCS#1 data sign  : "");
    3009:     }
    3010: 
>>> 3011:     if (mbedtls_md(mbedtls_md_info_from_type(MBEDTLS_MD_SHA1),
    3012:                    rsa_plaintext, PT_LEN, sha1sum) != 0) {
    3013:         if (verbose != 0) {
    3014:             mbedtls_printf(""failed\n"");",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_158,R02,library/rsa.c,3020,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3017:         return 1;
    3018:     }
    3019: 
>>> 3020:     if (mbedtls_rsa_pkcs1_sign(&rsa, myrand, NULL,
    3021:                                MBEDTLS_MD_SHA1, 20,
    3022:                                sha1sum, rsa_ciphertext) != 0) {
    3023:         if (verbose != 0) {",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_159,R02,library/sha1.c,263,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     260:     if (left && ilen >= fill) {
     261:         memcpy((void *) (ctx->buffer + left), input, fill);
     262: 
>>>  263:         if ((ret = mbedtls_internal_sha1_process(ctx, ctx->buffer)) != 0) {
     264:             return ret;
     265:         }
     266: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_160,R02,library/sha1.c,363,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     360: 
     361:     mbedtls_sha1_init(&ctx);
     362: 
>>>  363:     if ((ret = mbedtls_sha1_starts(&ctx)) != 0) {
     364:         goto exit;
     365:     }
     366: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_161,R02,library/sha1.c,367,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     364:         goto exit;
     365:     }
     366: 
>>>  367:     if ((ret = mbedtls_sha1_update(&ctx, input, ilen)) != 0) {
     368:         goto exit;
     369:     }
     370: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_162,R02,library/sha1.c,426,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     423:             mbedtls_printf(""  SHA-1 test #%d: "", i + 1);
     424:         }
     425: 
>>>  426:         if ((ret = mbedtls_sha1_starts(&ctx)) != 0) {
     427:             goto fail;
     428:         }
     429: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_163,R02,library/sha1.c,447,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     444:             }
     445:         }
     446: 
>>>  447:         if ((ret = mbedtls_sha1_finish(&ctx, sha1sum)) != 0) {
     448:             goto fail;
     449:         }
     450: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_164,R02,library/ssl_cache.c,175,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     172:             goto found;
     173:         }
     174: 
>>>  175:         if (oldest == 0 || cur->timestamp < oldest) {
     176:             oldest = cur->timestamp;
     177:             old = cur;
     178:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_165,R02,library/ssl_ciphersuites.c,1931,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1928: #if defined(MBEDTLS_PK_C)
    1929: mbedtls_pk_type_t mbedtls_ssl_get_ciphersuite_sig_pk_alg(const mbedtls_ssl_ciphersuite_t *info)
    1930: {
>>> 1931:     switch (info->key_exchange) {
    1932:         case MBEDTLS_KEY_EXCHANGE_RSA:
    1933:         case MBEDTLS_KEY_EXCHANGE_DHE_RSA:
    1934:         case MBEDTLS_KEY_EXCHANGE_ECDHE_RSA:",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_166,R02,library/ssl_ciphersuites.c,1953,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1950: #if defined(MBEDTLS_USE_PSA_CRYPTO)
    1951: psa_algorithm_t mbedtls_ssl_get_ciphersuite_sig_pk_psa_alg(const mbedtls_ssl_ciphersuite_t *info)
    1952: {
>>> 1953:     switch (info->key_exchange) {
    1954:         case MBEDTLS_KEY_EXCHANGE_RSA:
    1955:         case MBEDTLS_KEY_EXCHANGE_RSA_PSK:
    1956:             return PSA_ALG_RSA_PKCS1V15_CRYPT;",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_167,R02,library/ssl_ciphersuites.c,1976,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1973: 
    1974: psa_key_usage_t mbedtls_ssl_get_ciphersuite_sig_pk_psa_usage(const mbedtls_ssl_ciphersuite_t *info)
    1975: {
>>> 1976:     switch (info->key_exchange) {
    1977:         case MBEDTLS_KEY_EXCHANGE_RSA:
    1978:         case MBEDTLS_KEY_EXCHANGE_RSA_PSK:
    1979:             return PSA_KEY_USAGE_DECRYPT;",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_168,R02,library/ssl_ciphersuites_internal.h,78,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      75: 
      76: static inline int mbedtls_ssl_ciphersuite_cert_req_allowed(const mbedtls_ssl_ciphersuite_t *info)
      77: {
>>>   78:     switch (info->MBEDTLS_PRIVATE(key_exchange)) {
      79:         case MBEDTLS_KEY_EXCHANGE_RSA:
      80:         case MBEDTLS_KEY_EXCHANGE_DHE_RSA:
      81:         case MBEDTLS_KEY_EXCHANGE_ECDH_RSA:",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
mbedtls_169,R02,library/ssl_client.c,269,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     266: #endif /* MBEDTLS_SSL_TLS1_3_KEY_EXCHANGE_MODE_SOME_EPHEMERAL_ENABLED */
     267: 
     268: #if defined(MBEDTLS_SSL_TLS1_2_SOME_ECC)
>>>  269:         if ((flags & SSL_WRITE_SUPPORTED_GROUPS_EXT_TLS1_2_FLAG) &&
     270:             mbedtls_ssl_tls12_named_group_is_ecdhe(*group_list) &&
     271:             (mbedtls_ssl_get_ecp_group_id_from_tls_id(*group_list) !=
     272:              MBEDTLS_ECP_DP_NONE)) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_170,R02,library/ssl_debug_helpers_generated.c,67,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      64: }
      65: const char *mbedtls_ssl_sig_alg_to_str( uint16_t in )
      66: {
>>>   67:     switch( in )
      68:     {
      69:     case MBEDTLS_TLS1_3_SIG_RSA_PKCS1_SHA256:
      70:         return ""rsa_pkcs1_sha256"";",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_171,R02,library/ssl_misc.h,2319,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2316: static inline int mbedtls_ssl_named_group_is_supported(uint16_t named_group)
    2317: {
    2318: #if defined(PSA_WANT_ALG_ECDH)
>>> 2319:     if (mbedtls_ssl_tls13_named_group_is_ecdhe(named_group)) {
    2320:         if (mbedtls_ssl_get_ecp_group_id_from_tls_id(named_group) !=
    2321:             MBEDTLS_ECP_DP_NONE) {
    2322:             return 1;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_172,R02,library/ssl_tls.c,517,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     514: 
     515: uint32_t mbedtls_ssl_get_extension_id(unsigned int extension_type)
     516: {
>>>  517:     switch (extension_type) {
     518:         case MBEDTLS_TLS_EXT_SERVERNAME:
     519:             return MBEDTLS_SSL_EXT_ID_SERVERNAME;
     520: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_173,R02,library/ssl_tls.c,2694,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2691:     mbedtls_mpi_free(&conf->dhm_P);
    2692:     mbedtls_mpi_free(&conf->dhm_G);
    2693: 
>>> 2694:     if ((ret = mbedtls_dhm_get_value(dhm_ctx, MBEDTLS_DHM_PARAM_P,
    2695:                                      &conf->dhm_P)) != 0 ||
    2696:         (ret = mbedtls_dhm_get_value(dhm_ctx, MBEDTLS_DHM_PARAM_G,
    2697:                                      &conf->dhm_G)) != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_174,R02,library/ssl_tls.c,5916,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    5913:         const unsigned char dhm_g[] =
    5914:             MBEDTLS_DHM_RFC3526_MODP_2048_G_BIN;
    5915: 
>>> 5916:         if ((ret = mbedtls_ssl_conf_dh_param_bin(conf,
    5917:                                                  dhm_p, sizeof(dhm_p),
    5918:                                                  dhm_g, sizeof(dhm_g))) != 0) {
    5919:             return ret;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_175,R02,library/ssl_tls.c,5968,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    5965:     /*
    5966:      * Preset-specific defaults
    5967:      */
>>> 5968:     switch (preset) {
    5969:         /*
    5970:          * NSA Suite B
    5971:          */",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_176,R02,library/ssl_tls.c,7405,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7402:          * The exception is opaque DHE-PSK. For DHE-PSK fill premaster with
    7403:          * the shared secret without PSK.
    7404:          */
>>> 7405:         if (key_ex != MBEDTLS_KEY_EXCHANGE_DHE_PSK) {
    7406:             MBEDTLS_SSL_DEBUG_MSG(1, (""should never happen""));
    7407:             return MBEDTLS_ERR_SSL_INTERNAL_ERROR;
    7408:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_177,R02,library/ssl_tls.c,7469,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    7466:     } else
    7467: #endif /* MBEDTLS_KEY_EXCHANGE_DHE_PSK_ENABLED */
    7468: #if defined(MBEDTLS_KEY_EXCHANGE_ECDHE_PSK_ENABLED)
>>> 7469:     if (key_ex == MBEDTLS_KEY_EXCHANGE_ECDHE_PSK) {
    7470:         int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    7471:         size_t zlen;
    7472: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
