commit_id,repo,commit_message,original_label,assisted_label,agreement,confidence,rationale,review_method
035d4022,wolfSSL/wolfssl,dual alg: add ML-DSA test; and misc cleanup.,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
bc399b79,open-quantum-safe/oqs-provider,fixup! Point CI to liboqs 0.11.0,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
003a8556,open-quantum-safe/liboqs,Exported liboqs target in CMake and some CI refactoring. (#840),D8,D8,true,low,Commit references build/configuration (D8) with 1 indicator(s).,llm_assisted_codebook_review
79787eaa,wolfSSL/wolfssl,Merge pull request #4419 from anhu/set1_groups_list,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
d9e02585,open-quantum-safe/liboqs,Support OpenSSL on Windows (#915),D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
32a07a7f,wolfSSL/wolfssl,Merge pull request #6723 from anhu/bench_sphincs_gating,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
3bb06ce7,openssl/openssl,ml-dsa: use TRIE & struct based param name decoders,D9,D5,false,low,Commit references memory management (D5) with 1 indicator(s).,llm_assisted_codebook_review
318994a1,openssl/openssl,ASN.1 ML-KEM private key format,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
ebeb95e4,wolfSSL/wolfssl,Initialize Dilithium keyTypeTemp and keySizeTemp,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
43691788,open-quantum-safe/liboqs,Update mlkem-native to v1.1.0 (#2376),D6,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
a55b12eb,open-quantum-safe/liboqs,Fix non-Dilithium-related execute failures on Alpine (#796),D1,D7,false,medium,Commit references error handling (D7) with 2 indicator(s).,llm_assisted_codebook_review
f16216e5,wolfSSL/wolfssl,HashSLH-DSA APIs now take the pre-hashed digest; not the raw message,D1,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
4fa4ab1f,open-quantum-safe/oqs-provider,Force liboqs as a debian package dependency requirement only if it is not a static linked library. (#493),D8,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
f7afc47d,wolfSSL/wolfssl,Kyber ARM32 ASM: add assembly using base instructions,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
8a82e3a7,openssl/openssl,Deuglify ML-KEM code after reformat,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
b06458f9,wolfSSL/wolfssl,use heap hint with dilithium benchmark,D5,D5,true,low,Commit references memory management (D5) with 1 indicator(s).,llm_assisted_codebook_review
be6888c5,wolfSSL/wolfssl,Fixes for Dilithium in TLS handshake,D7,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
83ec7c31,open-quantum-safe/liboqs,Added SHA256 SPHINCS variants to README and removed references to nist-branch from algorithm datasheets.,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
7d2d153f,openssl/openssl,ML-DSA: Add TLS certificate test,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
66ee7702,open-quantum-safe/oqs-provider,Move the clang-format check from CircleCI to GitHub actions. (#376),D7,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
39fb613e,open-quantum-safe/liboqs,Merge pull request #505 from open-quantum-safe/ds-default-autoconf,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
cd430bf5,openssl/openssl,ml-dsa(fips): add power up signature self tests for ML-DSA-65,D6,D2,false,low,Commit references API interface changes (D2) with 1 indicator(s).,llm_assisted_codebook_review
786141b0,open-quantum-safe/liboqs,Merge branch 'ds-tests-in-threads' of https://github.com/open-quantum-safe/liboqs into ds-tests-in-threads,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
8f74d8ce,openssl/openssl,If our server channel creates its own qrx; set its initial secret,D7,D6,false,low,Commit references side-channel/security (D6) with 1 indicator(s).,llm_assisted_codebook_review
0ae0b315,wolfSSL/wolfssl,The following config:,D7,D8,false,low,Commit references build/configuration (D8) with 1 indicator(s).,llm_assisted_codebook_review
7699d929,wolfSSL/wolfssl,Merge pull request #4664 from anhu/Fix_ENCRYPT_LEN,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
61d20724,openssl/openssl,ml-dsa: update to use improved parameter handling,D2,D2,true,low,Commit references API interface changes (D2) with 1 indicator(s).,llm_assisted_codebook_review
722ca648,open-quantum-safe/liboqs,Overhauled compiler-time CPU-extension detection. (#713),D8,D8,true,low,Commit references build/configuration (D8) with 1 indicator(s).,llm_assisted_codebook_review
4cc83e5f,open-quantum-safe/liboqs,Add OQS_SIG_STFL_keygen_and_sign_supported() for runtime detection (#2434),D1,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
040e2102,wolfSSL/wolfssl,Merge pull request #9049 from kojiws/import_mldsa_seed_pkcs8_reapply,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
d0d0413d,open-quantum-safe/liboqs,Create liboqs 0.12.0 release candidate 1 (#2006),D2,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
4f87a898,wolfSSL/wolfssl,ML-KEM/Kyber: fix for big-endian,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
0f22d746,openssl/openssl,Fix ML-KEM/ML-DSA macro typo,D7,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
d8509387,open-quantum-safe/liboqs,tests: add fuzz harness for XMSS stateful signature verification (#2399) (#2400),D2,D2,true,low,Commit references API interface changes (D2) with 1 indicator(s).,llm_assisted_codebook_review
e766b8f0,wolfSSL/wolfssl,Update the wolfCrypt test so that Dilithium init so that devID will get passed to hit callback paths when configured and that Dilithium will be retested in the callback section of the wolfCrypt test.,D9,D8,false,medium,Commit references build/configuration (D8) with 2 indicator(s).,llm_assisted_codebook_review
d1b76908,open-quantum-safe/liboqs,Merge pull request #497 from open-quantum-safe/ds-aes-key-schedule,D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
6a6ce4c1,openssl/openssl,added use IO::File; 15-test_ml_dsa_codecs.t,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
8cee7f7f,open-quantum-safe/oqs-provider,fixup! Update linux CI to also build liboqs with -DOQS_LIBJADE_BUILD=OFF,D8,D8,true,low,Commit references build/configuration (D8) with 1 indicator(s).,llm_assisted_codebook_review
653fc218,openssl/openssl,ML-KEM libcrypto implementation polish,D1,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
c8cca2f8,open-quantum-safe/oqs-provider,make algorithms selectable by liboqs bitstrength (#156),D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
d61d81c5,open-quantum-safe/liboqs,Add constant time suppression for Falcon AVX2 (#1415),D6,D6,true,low,Commit references side-channel/security (D6) with 1 indicator(s).,llm_assisted_codebook_review
29d14eeb,openssl/openssl,ml-dsa: add more to internal header,D1,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
cdbd1955,wolfSSL/wolfssl,Have ret initialized to 0 in wc_ecc_free() and wc_dilithium_free(),D9,D5,false,low,Commit references memory management (D5) with 1 indicator(s).,llm_assisted_codebook_review
89b5a9b8,openssl/openssl,Facilitate corruption in ML-DSA PCT,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
a4aa89b1,Mbed-TLS/mbedtls,Fix leakage of projective coordinates in ECC,D6,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
cad2ebde,wolfSSL/wolfssl,Regression testing fixes,D4,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
fc585a27,openssl/openssl,ML-DSA: Add Win64 SEH unwind support to AVX2 NTT functions,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
0f72d2ea,wolfSSL/wolfssl,enable kyber and dilithium in selftest,D9,D8,false,low,Commit references build/configuration (D8) with 1 indicator(s).,llm_assisted_codebook_review
30edf7b9,open-quantum-safe/liboqs,test OQS_SIG_sign methods in vectors_sig (#2350),D9,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
077e32a9,open-quantum-safe/liboqs,Merge commit from fork,D1,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
0ba71c0a,openssl/openssl,ssl/t1_lib.c: Free gix if sk_TLS_GROUP_IX_push() fails to avoid memory leak,D5,D5,true,high,Commit references memory management (D5) with 3 indicator(s).,llm_assisted_codebook_review
223ced1d,open-quantum-safe/liboqs,Merge remote-tracking branch 'oqs/master' into PQClean_Dilithium,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
5fd47f99,open-quantum-safe/oqs-provider,remove duplicate LIBOQS_BRANCH option in config doc (#274),D8,D8,true,medium,Commit references build/configuration (D8) with 2 indicator(s).,llm_assisted_codebook_review
21be3776,wolfSSL/wolfssl,add ML-KEM/ML-DSA support for C# wrapper,D2,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
1ae9cf6f,open-quantum-safe/liboqs,fix: correct cuPQC ML-KEM derand symbol names and #if/#elif chains (#2396),D2,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
994a1fba,wolfSSL/wolfssl,Merge pull request #9970 from JacobBarthelmeh/bench,D5,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
1d08c9d6,open-quantum-safe/liboqs,Sync with PQClean (#817),D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
14ce7956,wolfSSL/wolfssl,Increase test coverage,D7,D0,false,medium,Commit message is generic or merge-related; no defect-specific keywords found. Original label likely came from full PR context.,llm_assisted_codebook_review
f761b06c,open-quantum-safe/liboqs,Pull Neon implementation of Falcon from PQClean (#1547),D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
9d8e90a3,aws/s2n-tls,Importing Kyber PQ KEM (#2056),D2,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
d4f0bd37,openssl/openssl,fips: add pairwise consistency test for ML-KEM key generation,D9,D9,true,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
65a1a688,wolfSSL/wolfssl,ML-KEM/ML-DSA: harden against fault attacks,D1,D9,false,low,PQC-related commit but no specific defect category matched from message; classified as Other/Refactoring (D9).,llm_assisted_codebook_review
