finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_filtered_079,R02,library/aesni.c,821,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     818:                              const unsigned char *key,
     819:                              size_t bits)
     820: {
>>>  821:     switch (bits) {
     822:         case 128: aesni_setkey_enc_128(rk, key); break;
     823: #if !defined(MBEDTLS_AES_ONLY_128_BIT_KEY_LENGTH)
     824:         case 192: aesni_setkey_enc_192(rk, key); break;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_080,R02,library/bignum.c,2215,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2212:         }
    2213:         X->p[0] |= 1;
    2214: 
>>> 2215:         if ((flags & MBEDTLS_MPI_GEN_PRIME_FLAG_DH) == 0) {
    2216:             ret = mbedtls_mpi_is_prime_ext(X, rounds, f_rng, p_rng);
    2217: 
    2218:             if (ret != MBEDTLS_ERR_MPI_NOT_ACCEPTABLE) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_081,R02,library/block_cipher.c,27,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      24: #if defined(MBEDTLS_BLOCK_CIPHER_SOME_PSA)
      25: static psa_key_type_t psa_key_type_from_block_cipher_id(mbedtls_block_cipher_id_t cipher_id)
      26: {
>>>   27:     switch (cipher_id) {
      28: #if defined(MBEDTLS_BLOCK_CIPHER_AES_VIA_PSA)
      29:         case MBEDTLS_BLOCK_CIPHER_ID_AES:
      30:             return PSA_KEY_TYPE_AES;",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_082,R02,library/block_cipher.c,60,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      57:         return;
      58:     }
      59: #endif
>>>   60:     switch (ctx->id) {
      61: #if defined(MBEDTLS_AES_C)
      62:         case MBEDTLS_BLOCK_CIPHER_ID_AES:
      63:             mbedtls_aes_free(&ctx->ctx.aes);",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_083,R02,library/block_cipher.c,100,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      97:     ctx->engine = MBEDTLS_BLOCK_CIPHER_ENGINE_LEGACY;
      98: #endif
      99: 
>>>  100:     switch (ctx->id) {
     101: #if defined(MBEDTLS_AES_C)
     102:         case MBEDTLS_BLOCK_CIPHER_ID_AES:
     103:             mbedtls_aes_init(&ctx->ctx.aes);",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_084,R02,library/block_cipher.c,146,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     143:     }
     144: #endif /* MBEDTLS_BLOCK_CIPHER_SOME_PSA */
     145: 
>>>  146:     switch (ctx->id) {
     147: #if defined(MBEDTLS_AES_C)
     148:         case MBEDTLS_BLOCK_CIPHER_ID_AES:
     149:             return mbedtls_aes_setkey_enc(&ctx->ctx.aes, key, key_bitlen);",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_085,R02,library/cipher.c,139,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     136: static inline psa_key_type_t mbedtls_psa_translate_cipher_type(
     137:     mbedtls_cipher_type_t cipher)
     138: {
>>>  139:     switch (cipher) {
     140:         case MBEDTLS_CIPHER_AES_128_CCM:
     141:         case MBEDTLS_CIPHER_AES_192_CCM:
     142:         case MBEDTLS_CIPHER_AES_256_CCM:",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_086,R02,library/cipher_wrap.c,1716,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1713:     mbedtls_des3_context *des3;
    1714:     des3 = mbedtls_calloc(1, sizeof(mbedtls_des3_context));
    1715: 
>>> 1716:     if (des3 == NULL) {
    1717:         return NULL;
    1718:     }
    1719: ",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_087,R02,library/cmac.c,407,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     404:         goto exit;
     405:     }
     406: 
>>>  407:     if (key_length == MBEDTLS_AES_BLOCK_SIZE) {
     408:         /* Use key as is */
     409:         memcpy(int_key, key, MBEDTLS_AES_BLOCK_SIZE);
     410:     } else {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_088,R02,library/cmac.c,771,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     768:              * the underlying primitive itself is implemented alternatively,
     769:              * AES-192 may be unavailable. This should not cause the selftest
     770:              * function to fail. */
>>>  771:             if ((ret == MBEDTLS_ERR_PLATFORM_FEATURE_UNSUPPORTED ||
     772:                  ret == MBEDTLS_ERR_CIPHER_FEATURE_UNAVAILABLE) &&
     773:                 cipher_type == MBEDTLS_CIPHER_AES_192_ECB) {
     774:                 if (verbose != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_089,R02,library/cmac.c,856,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     853:              * the underlying primitive itself is implemented alternatively,
     854:              * AES-192 and/or 3DES may be unavailable. This should not cause
     855:              * the selftest function to fail. */
>>>  856:             if ((ret == MBEDTLS_ERR_PLATFORM_FEATURE_UNSUPPORTED ||
     857:                  ret == MBEDTLS_ERR_CIPHER_FEATURE_UNAVAILABLE) &&
     858:                 (cipher_type == MBEDTLS_CIPHER_AES_192_ECB ||
     859:                  cipher_type == MBEDTLS_CIPHER_DES_EDE3_ECB)) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_090,R02,library/cmac.c,921,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     918: 
     919: #if defined(MBEDTLS_AES_C)
     920:     /* AES-128 */
>>>  921:     if ((ret = cmac_test_subkeys(verbose,
     922:                                  ""AES 128"",
     923:                                  aes_128_key,
     924:                                  128,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_091,R02,library/cmac.c,974,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     971: 
     972:     /* AES-256 */
     973: #if !defined(MBEDTLS_AES_ONLY_128_BIT_KEY_LENGTH)
>>>  974:     if ((ret = cmac_test_subkeys(verbose,
     975:                                  ""AES 256"",
     976:                                  aes_256_key,
     977:                                  256,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_092,R02,library/cmac.c,985,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     982:         return ret;
     983:     }
     984: 
>>>  985:     if ((ret = cmac_test_wth_cipher(verbose,
     986:                                     ""AES 256"",
     987:                                     aes_256_key,
     988:                                     256,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_093,R02,library/cmac.c,1002,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     999: 
    1000: #if defined(MBEDTLS_DES_C)
    1001:     /* 3DES 2 key */
>>> 1002:     if ((ret = cmac_test_subkeys(verbose,
    1003:                                  ""3DES 2 key"",
    1004:                                  des3_2key_key,
    1005:                                  192,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_094,R02,library/cmac.c,1038,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1035:         return ret;
    1036:     }
    1037: 
>>> 1038:     if ((ret = cmac_test_wth_cipher(verbose,
    1039:                                     ""3DES 3 key"",
    1040:                                     des3_3key_key,
    1041:                                     192,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_095,R02,library/cmac.c,1053,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1050: #endif /* MBEDTLS_DES_C */
    1051: 
    1052: #if defined(MBEDTLS_AES_C)
>>> 1053:     if ((ret = test_aes128_cmac_prf(verbose)) != 0) {
    1054:         return ret;
    1055:     }
    1056: #endif /* MBEDTLS_AES_C */",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_096,R02,library/ctr_drbg.c,242,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     239:                        MBEDTLS_CTR_DRBG_BLOCKSIZE : use_len;
     240: 
     241: #if defined(MBEDTLS_AES_C)
>>>  242:             if ((ret = mbedtls_aes_crypt_ecb(&aes_ctx, MBEDTLS_AES_ENCRYPT,
     243:                                              chain, chain)) != 0) {
     244:                 goto exit;
     245:             }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_097,R02,library/debug.c,429,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     426:     const mbedtls_ecdh_context_mbed *ctx = &ecdh->ctx.mbed_ecdh;
     427: #endif
     428: 
>>>  429:     switch (attr) {
     430:         case MBEDTLS_DEBUG_ECDH_Q:
     431:             mbedtls_debug_print_ecp(ssl, level, file, line, ""ECDH: Q"",
     432:                                     &ctx->Q);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_098,R02,library/des.c,386,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     383:     int i;
     384: 
     385:     for (i = 0; i < WEAK_KEY_COUNT; i++) {
>>>  386:         if (memcmp(weak_key_table[i], key, MBEDTLS_DES_KEY_SIZE) == 0) {
     387:             return 1;
     388:         }
     389:     }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_099,R02,library/des.c,738,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     735:         return MBEDTLS_ERR_DES_INVALID_INPUT_LENGTH;
     736:     }
     737: 
>>>  738:     if (mode == MBEDTLS_DES_ENCRYPT) {
     739:         while (length > 0) {
     740:             mbedtls_xor(output, input, iv, 8);
     741: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_100,R02,library/des.c,862,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     859: 
     860:         memcpy(buf, des3_test_buf, 8);
     861: 
>>>  862:         switch (i) {
     863:             case 0:
     864:                 ret = mbedtls_des_setkey_dec(&ctx, des3_test_keys);
     865:                 break;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_101,R02,library/des.c,905,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     902:             }
     903:         }
     904: 
>>>  905:         if ((v == MBEDTLS_DES_DECRYPT &&
     906:              memcmp(buf, des3_test_ecb_dec[u], 8) != 0) ||
     907:             (v != MBEDTLS_DES_DECRYPT &&
     908:              memcmp(buf, des3_test_ecb_enc[u], 8) != 0)) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_102,R02,library/des.c,944,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     941:         memcpy(prv, des3_test_iv,  8);
     942:         memcpy(buf, des3_test_buf, 8);
     943: 
>>>  944:         switch (i) {
     945:             case 0:
     946:                 ret = mbedtls_des_setkey_dec(&ctx, des3_test_keys);
     947:                 break;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_103,R02,library/dhm.c,158,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     155:         return ret;
     156:     }
     157: 
>>>  158:     if ((ret = dhm_check_range(&ctx->GY, &ctx->P)) != 0) {
     159:         return ret;
     160:     }
     161: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_104,R02,library/dhm.c,212,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     209:     MBEDTLS_MPI_CHK(mbedtls_mpi_exp_mod(&ctx->GX, &ctx->G, &ctx->X,
     210:                                         &ctx->P, &ctx->RP));
     211: 
>>>  212:     if ((ret = dhm_check_range(&ctx->GX, &ctx->P)) != 0) {
     213:         return ret;
     214:     }
     215: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_105,R02,library/dhm.c,320,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     317:     }
     318: 
     319:     ret = dhm_make_common(ctx, x_size, f_rng, p_rng);
>>>  320:     if (ret == MBEDTLS_ERR_DHM_MAKE_PARAMS_FAILED) {
     321:         return MBEDTLS_ERR_DHM_MAKE_PUBLIC_FAILED;
     322:     }
     323:     if (ret != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_106,R02,library/dhm.c,417,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     414:         return MBEDTLS_ERR_DHM_BAD_INPUT_DATA;
     415:     }
     416: 
>>>  417:     if (output_size < mbedtls_dhm_get_len(ctx)) {
     418:         return MBEDTLS_ERR_DHM_BAD_INPUT_DATA;
     419:     }
     420: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_107,R02,library/dhm.c,689,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     686:         mbedtls_printf(""  DHM parameter load: "");
     687:     }
     688: 
>>>  689:     if ((ret = mbedtls_dhm_parse_dhm(&dhm,
     690:                                      (const unsigned char *) mbedtls_test_dhm_params,
     691:                                      mbedtls_test_dhm_params_len)) != 0) {
     692:         if (verbose != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_108,R02,library/ecdh.c,254,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     251:     mbedtls_mpi_free(&ctx->_d);
     252:     ecdh_free_internal(ctx);
     253: #else
>>>  254:     switch (ctx->var) {
     255: #if defined(MBEDTLS_ECDH_VARIANT_EVEREST_ENABLED)
     256:         case MBEDTLS_ECDH_VARIANT_EVEREST:
     257:             mbedtls_everest_free(&ctx->ctx.everest_ecdh);",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_109,R02,library/ecdh.c,302,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     299: 
     300: 
     301: #if defined(MBEDTLS_ECP_RESTARTABLE)
>>>  302:     if ((ret = ecdh_gen_public_restartable(&ctx->grp, &ctx->d, &ctx->Q,
     303:                                            f_rng, p_rng, rs_ctx)) != 0) {
     304:         return ret;
     305:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_110,R02,library/ecdh.c,353,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     350:     return ecdh_make_params_internal(ctx, olen, ctx->point_format, buf, blen,
     351:                                      f_rng, p_rng, restart_enabled);
     352: #else
>>>  353:     switch (ctx->var) {
     354: #if defined(MBEDTLS_ECDH_VARIANT_EVEREST_ENABLED)
     355:         case MBEDTLS_ECDH_VARIANT_EVEREST:
     356:             return mbedtls_everest_make_params(&ctx->ctx.everest_ecdh, olen,",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_111,R02,library/ecdh.c,396,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     393:         return ret;
     394:     }
     395: 
>>>  396:     if ((ret = mbedtls_ecdh_setup(ctx, grp_id)) != 0) {
     397:         return ret;
     398:     }
     399: ",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_112,R02,library/ecdh.c,403,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     400: #if defined(MBEDTLS_ECDH_LEGACY_CONTEXT)
     401:     return ecdh_read_params_internal(ctx, buf, end);
     402: #else
>>>  403:     switch (ctx->var) {
     404: #if defined(MBEDTLS_ECDH_VARIANT_EVEREST_ENABLED)
     405:         case MBEDTLS_ECDH_VARIANT_EVEREST:
     406:             return mbedtls_everest_read_params(&ctx->ctx.everest_ecdh,",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_113,R02,library/ecdh.c,425,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     422:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
     423: 
     424:     /* If it's not our key, just import the public part as Qp */
>>>  425:     if (side == MBEDTLS_ECDH_THEIRS) {
     426:         return mbedtls_ecp_copy(&ctx->Qp, &key->Q);
     427:     }
     428: ",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_114,R02,library/ecdh.c,430,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     427:     }
     428: 
     429:     /* Our key: import public (as Q) and private parts */
>>>  430:     if (side != MBEDTLS_ECDH_OURS) {
     431:         return MBEDTLS_ERR_ECP_BAD_INPUT_DATA;
     432:     }
     433: ",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_115,R02,library/ecdh.c,454,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     451:         return MBEDTLS_ERR_ECP_BAD_INPUT_DATA;
     452:     }
     453: 
>>>  454:     if (mbedtls_ecdh_grp_id(ctx) == MBEDTLS_ECP_DP_NONE) {
     455:         /* This is the first call to get_params(). Set up the context
     456:          * for use with the group. */
     457:         if ((ret = mbedtls_ecdh_setup(ctx, key->grp.id)) != 0) {",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_116,R02,library/ecdh.c,472,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     469: #if defined(MBEDTLS_ECDH_LEGACY_CONTEXT)
     470:     return ecdh_get_params_internal(ctx, key, side);
     471: #else
>>>  472:     switch (ctx->var) {
     473: #if defined(MBEDTLS_ECDH_VARIANT_EVEREST_ENABLED)
     474:         case MBEDTLS_ECDH_VARIANT_EVEREST:
     475:         {",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_117,R02,library/ecdh.c,519,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     516: #endif
     517: 
     518: #if defined(MBEDTLS_ECP_RESTARTABLE)
>>>  519:     if ((ret = ecdh_gen_public_restartable(&ctx->grp, &ctx->d, &ctx->Q,
     520:                                            f_rng, p_rng, rs_ctx)) != 0) {
     521:         return ret;
     522:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_118,R02,library/ecdh.c,637,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     634: #endif
     635: 
     636: #if defined(MBEDTLS_ECP_RESTARTABLE)
>>>  637:     if ((ret = ecdh_compute_shared_restartable(&ctx->grp, &ctx->z, &ctx->Qp,
     638:                                                &ctx->d, f_rng, p_rng,
     639:                                                rs_ctx)) != 0) {
     640:         return ret;",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_119,R02,library/ecdh.c,679,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     676:     return ecdh_calc_secret_internal(ctx, olen, buf, blen, f_rng, p_rng,
     677:                                      restart_enabled);
     678: #else
>>>  679:     switch (ctx->var) {
     680: #if defined(MBEDTLS_ECDH_VARIANT_EVEREST_ENABLED)
     681:         case MBEDTLS_ECDH_VARIANT_EVEREST:
     682:             return mbedtls_everest_calc_secret(&ctx->ctx.everest_ecdh, olen,",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_120,R02,library/ecdsa.c,281,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     278:         pr = &rs_ctx->sig->r;
     279: 
     280:         /* jump to current step */
>>>  281:         if (rs_ctx->sig->state == ecdsa_sig_mul) {
     282:             goto mul;
     283:         }
     284:         if (rs_ctx->sig->state == ecdsa_sig_modn) {",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_121,R02,library/ecdsa.c,428,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     425:         p_rng = &rs_ctx->det->rng_ctx;
     426: 
     427:         /* jump to current step */
>>>  428:         if (rs_ctx->det->state == ecdsa_det_sign) {
     429:             goto sign;
     430:         }
     431:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_122,R02,library/ecdsa.c,505,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     502:     mbedtls_mpi_init(&u1); mbedtls_mpi_init(&u2);
     503: 
     504:     /* Fail cleanly on curves such as Curve25519 that can't be used for ECDSA */
>>>  505:     if (!mbedtls_ecdsa_can_do(grp->id) || grp->N.p == NULL) {
     506:         return MBEDTLS_ERR_ECP_BAD_INPUT_DATA;
     507:     }
     508: ",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_123,R02,library/ecdsa.c,518,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     515:         pu2 = &rs_ctx->ver->u2;
     516: 
     517:         /* jump to current step */
>>>  518:         if (rs_ctx->ver->state == ecdsa_ver_muladd) {
     519:             goto muladd;
     520:         }
     521:     }",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_124,R02,library/ecp.c,2977,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2974:             goto cleanup;
    2975:         }
    2976: 
>>> 2977:         if (mbedtls_mpi_cmp_mpi(&XmP, &ecp_x25519_bad_point_2) == 0) {
    2978:             ret = MBEDTLS_ERR_ECP_INVALID_KEY;
    2979:             goto cleanup;
    2980:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_125,R02,library/ecp_curves.c,5163,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    5160:     /* M = A1 */
    5161:     M.s = 1;
    5162:     M.n = N->n - (P521_WIDTH - 1);
>>> 5163:     if (M.n > P521_WIDTH + 1) {
    5164:         M.n = P521_WIDTH + 1;
    5165:     }
    5166:     M.p = Mp;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_126,R02,library/md5.c,227,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     224: 
     225:     if (left && ilen >= fill) {
     226:         memcpy((void *) (ctx->buffer + left), input, fill);
>>>  227:         if ((ret = mbedtls_internal_md5_process(ctx, ctx->buffer)) != 0) {
     228:             return ret;
     229:         }
     230: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_127,R02,library/md5.c,237,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     234:     }
     235: 
     236:     while (ilen >= 64) {
>>>  237:         if ((ret = mbedtls_internal_md5_process(ctx, input)) != 0) {
     238:             return ret;
     239:         }
     240: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_128,R02,library/md5.c,293,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     290:     MBEDTLS_PUT_UINT32_LE(low,  ctx->buffer, 56);
     291:     MBEDTLS_PUT_UINT32_LE(high, ctx->buffer, 60);
     292: 
>>>  293:     if ((ret = mbedtls_internal_md5_process(ctx, ctx->buffer)) != 0) {
     294:         goto exit;
     295:     }
     296: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_129,R02,library/md5.c,400,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     397:             goto fail;
     398:         }
     399: 
>>>  400:         if (memcmp(md5sum, md5_test_sum[i], 16) != 0) {
     401:             ret = 1;
     402:             goto fail;
     403:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_130,R02,library/mps_reader.c,302,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     299: 
     300:         MBEDTLS_MPS_TRACE(MBEDTLS_MPS_TRACE_TYPE_COMMENT,
     301:                           ""Serve the request from the accumulator"");
>>>  302:         if (frag_offset - end < desired) {
     303:             mbedtls_mps_size_t acc_available;
     304:             acc_available = rd->acc_available;
     305:             if (acc_available - end != desired) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_131,R02,library/mps_reader.c,305,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     302:         if (frag_offset - end < desired) {
     303:             mbedtls_mps_size_t acc_available;
     304:             acc_available = rd->acc_available;
>>>  305:             if (acc_available - end != desired) {
     306:                 /* It might be possible to serve some of these situations by
     307:                  * making additional space in the accumulator, removing those
     308:                  * parts that have already been committed.",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_132,R02,library/pem.c,105,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     102:     if ((ret = mbedtls_md_update(&md5_ctx, iv,  8)) != 0) {
     103:         goto exit;
     104:     }
>>>  105:     if ((ret = mbedtls_md_finish(&md5_ctx, md5sum)) != 0) {
     106:         goto exit;
     107:     }
     108: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_133,R02,library/pem.c,122,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     119:     if ((ret = mbedtls_md_starts(&md5_ctx)) != 0) {
     120:         goto exit;
     121:     }
>>>  122:     if ((ret = mbedtls_md_update(&md5_ctx, md5sum, 16)) != 0) {
     123:         goto exit;
     124:     }
     125:     if ((ret = mbedtls_md_update(&md5_ctx, pwd, pwdlen)) != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_134,R02,library/pem.c,128,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     125:     if ((ret = mbedtls_md_update(&md5_ctx, pwd, pwdlen)) != 0) {
     126:         goto exit;
     127:     }
>>>  128:     if ((ret = mbedtls_md_update(&md5_ctx, iv, 8)) != 0) {
     129:         goto exit;
     130:     }
     131:     if ((ret = mbedtls_md_finish(&md5_ctx, md5sum)) != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
